Protein	FN1	FN2	FN3	FN4	FN5	FN6	FN7	FN8	FN9	FN10	FN11	FN12	FN13	FN14	FN15	FN16	FN31	FN32	FN33	FN34	FN35	FN36	FN37	FN38	FT1	FT2	FT3	FT4	FT5	FT6	FT7	FT8	FT9	FT10	FT11	FT12	FT13	FT14	FT15	FT16	FT31	FT32	FT33	FT34	FT35	FT36	FT37	FT38	PN1	PN2	PN3	PN4	PN5	PN6	PN7	PN8	PN9	PN10	PN11	PN12	PN13	PN14	PN15	PN16	PN31	PN32	PN33	PN34	PN35	PN36	PN37	PN38	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT8	PT9	PT10	PT11	PT12	PT13	PT14	PT15	PT16	PT31	PT32	PT33	PT34	PT35	PT36	PT37	PT38
O00299	38962.5	102024	53431	77654.5	89118.5	145636	56156.5	82698	107734.5	117431.5	102017.5	75999	93835	30327	110964.5	29657.5	103060	45171	25620	91838	55106.5	122990	42885.5	69356	82784	81457	101629	55941	155545	91654.5	109042	43383.5	82098.5	40199	68878.5	107418	105479	43282.5	131929	51896.5	221360.5	81908	78670	59532.5	96940.5	64497	68924.5	110475	44164.5	49979	32862.5	31080.5	29872.5	64686.5	33532.5	49075	35228	28549	48082.5	112821	32845	23110	56609	40433.5	24368	12742	10843.5	15236	19138.5	14721	10117	14431	43820.5	34562	37823	41763	50147	59993	75979	84441.5	19072.5	10714	48034	45003.5	28444.5	43400.5	36777	37861.5	83182.5	34233	62672.5	20586	39080.5	27699.5	31024	83044
O00303	33910.5	42660	31459	48152	44387.5	39829.5	28452	35802	43802	50779	43942.5	40227.5	49111.5	36898	45772.5	46460.5	40356	37992.5	27661.5	41609	61044	50132	33662.5	42105.5	45529	40375	45167	27206.5	53831.5	46792	45516	40731	33494	31784.5	37757.5	56515	42206.5	50798	45450	35698.5	46531	44465.5	50361	41749.5	54813.5	43121	41408	57473	30119.5	34156.5	47048	35113.5	35970.5	41514	40417.5	29146.5	36060	56027	34227	35986.5	27215.5	37166.5	39290.5	34403.5	59413	28684.5	34068.5	26564	50126	64005	48590	49340	30113.5	40689	47284	58149	62766	46423.5	39201	49884.5	36330.5	22217	40247	39728	28740	50932	39118	53795.5	41182.5	41175.5	50763	30881	30500.5	25912	30498.5	40313.5
O00330	20733	26826	10558.5	9352.5	14603	34294	14524	9917.5	14072.5	14095.5	16871	10398	22961	12842	14706	14375.5	12427	13111	9225	21095.5	14295	25802	23182.5	24046	22003	19368	23073.5	15989.5	16306.5	15650.5	16341	14237.5	15333	17475	23069.5	23255.5	26834.5	24500.5	19073	42406.5	59734.5	27076.5	14147	20655	17329.5	14075	15073	12158	19094	11191.5	12947	11064	17859.5	20595.5	13655	14593	8648	10710.5	18066	35686.5	20910.5	24645	17104.5	11418.5	17073.5	15520.5	13873.5	10980.5	15861	14098	8611	21410.5	18977	12476	5208.5	9421	11767	13008.5	15809.5	15742	7728.5	14388	14207	12894.5	14639	10696	12044.5	17339.5	25013.5	31868	15431.5	20540	22808.5	8555	10871	16153.5
O00339	54043.5	37025	38795	50637	17369	43807.5	25826	12484	15108.5	16546	20901.5	25195.5	26264	27403	18279.5	26443.5	28847	25211.5	39208.5	12798	21194	24134	22149	10847.5	19372.5	26555	35374.5	62072.5	45852.5	43143	32319.5	18140.5	19792	21012	25548	19872	25346	25732.5	21343.5	34452.5	12351.5	16680	26524	18966	24777.5	15712	29081.5	6418.5	18449	18608.5	17125.5	21429.5	19861	22483.5	18518	14733	16193.5	15527.5	19590	18078	23129.5	24246	20952.5	23056	23429	33346	26572	16652	19425.5	16599	33114.5	25375.5	34262	12544	17176.5	20976.5	16839	18029.5	22613	5931	16583	10828.5	26342.5	18169	22276	30539	19245.5	26685	16942	22532.5	10672.5	11505	19518	14203.5	18029	13901.5
O00391	3821	9076	6217.5	13827.5	6944.5	6227.5	6078	6771	4905.5	12649	6278.5	4980	8690	8164.5	6577	11124.5	6867	6629.5	4964	5707	4146	7596.5	6697	13311.5	5443	8206	10157	5671	2983.5	7427.5	7939.5	6629	4455	5600.5	8640.5	5012	6346	6449	17535	5544.5	14186.5	6187	6891.5	8226.5	7152.5	6618	4390.5	12137.5	7731.5	9989.5	9285	12382.5	10720.5	10238	14757.5	4190	10841.5	5568.5	4575.5	5654	4900.5	10384.5	7837	23356	6432	8107	8230.5	7624.5	7492	5585.5	7304.5	9354	13583.5	11810	12092	8620.5	10495.5	8525.5	9405	7967	12622.5	4243.5	7936	4403	9033.5	8179.5	9881.5	13858	4734	12016	12909	6541	11819	11756.5	10199.5	7525.5
O00410	5590	2123	5414.5	8311	6128	9229.5	2926.5	937.5	1441.5	945	4046.5	915	2214	531	824.5	339	3168.5	1356	3308.5	900	1274.5	664.5	1284.5	732.5	7874.5	6134	8638.5	7327.5	8514	9572	3766	1391.5	1514.5	1325	2200.5	2873.5	1145.5	616.5	1062	487.5	1077	2547	2262.5	535.5	1450.5	1184	712	493.5	4439.5	1424.5	8982	7936	7632.5	13445	3705	5192	6049.5	2240	3891.5	2287.5	2000	1708.5	543	697.5	2116.5	2263.5	1239	1188.5	1402	2247.5	870.5	1332.5	10945.5	3061	6539.5	7191	7292.5	7595	4652.5	2094	952.5	3250	2215.5	2645.5	884	1202.5	1334.5	1802.5	1529	2362	2384	1353	1204.5	1114.5	2349	1565.5
O00422	2043.5	6388	2774	3241	3420	5294.5	5315.5	6670	5904	4605	4566	1827.5	5240.5	1976.5	4804.5	5353.5	6767.5	6414	5035	7130	3256.5	7670	4228.5	4197	3911	4000	2717.5	3187	8019.5	5186.5	7525.5	4896	7885.5	5042.5	5581	5622.5	7746.5	3639.5	5544.5	6781	11429.5	6219.5	10722.5	5830.5	7020	3681	5342	11561.5	2082.5	1355	1369	2631	1837	3901.5	3011	3836.5	2599.5	3010	4587.5	5469.5	2481	3470	4138.5	3838	3215.5	2790.5	3467.5	6038.5	2846.5	3023.5	944.5	2750	3535	4322	2295.5	3299	2108.5	1698	7313	6660.5	3926	2402	4606.5	4479	1193	3592	4741	4307	5613.5	5563.5	2723.5	4583	1587.5	2164.5	1848.5	3910
O00429	24839	16719	34433.5	36822	40330.5	27497	23481	10191	14378.5	6684	12762	10296	15620	15837.5	13079	10104.5	13559.5	9685	12152.5	20643	14853	14820	14426.5	7726	33291	11563	35097.5	16345	45076	27745	14184.5	20167.5	12029	12735.5	9359	14159.5	10027.5	16452	11293.5	9763.5	13795.5	10830.5	13140.5	7710.5	8631	5231	8556	14169.5	42484	46555	42466	35484	31363.5	33805.5	19349.5	20160.5	33988	29029	25466.5	24914.5	18719	37095	15865.5	26319	18679.5	29565	18529	25398.5	28558.5	25802	31565.5	23966.5	29965	33289	68666.5	44952.5	72028	58597	21007.5	25840	18945	33809.5	21151.5	13006	18163	33240.5	18836.5	26989	13976.5	23474	23579	26234	17989.5	24744	25761.5	26901
O00442	11158	12511	9248.5	10992.5	11236	14767	11944	9894.5	15816	9765.5	11731.5	8918	6964.5	11149.5	12382.5	7964	17701.5	8394.5	20178.5	11407.5	12261.5	11827.5	11187	8294	12124	12749	10221.5	12128	14695.5	8432.5	9591.5	8401.5	6172	9897	8007	16082	9211.5	8536.5	9860.5	11981	20492.5	9193.5	11061.5	12621	10588.5	8933	11324.5	11514	7747	10797.5	14516	8659	7999	11157	7986.5	10487	7334.5	14965	20530	12434.5	18899	19104.5	8693.5	8451	12196.5	35208.5	17263	16600.5	19910	8311	8581	11068.5	7475.5	7883	7191.5	7817.5	9004.5	8581	9560	7137	7003	14263.5	12299	18178	9535	9388.5	8352	9429.5	13355	8184	15799	7289	7278.5	6955.5	8143.5	10335
O00462	11422	7192	11733	16186	13383.5	16505	11407.5	4495.5	5431	3794.5	7652.5	5182.5	4879.5	13537	3716.5	8604.5	4499.5	10590.5	6433	10982.5	11780.5	11942.5	11321.5	7163	22162.5	11358	17323	15687.5	23841.5	22276.5	9409.5	2025.5	5193	8331	2805.5	7104.5	10385.5	3275.5	8550.5	17692	2794.5	10804	3838	10346	7068.5	7292	1340.5	8304.5	21268.5	16998.5	22339.5	21574	17319	9975.5	11669	10251	10293	9400.5	9121	10183.5	7938	22528.5	5645	4134	9340.5	11729.5	6548.5	7258	11600.5	12126	13502.5	10126	20917.5	12245	23909	28855.5	34166	36457	12619.5	8463	7295	12145.5	9498.5	8779.5	8005.5	9661	9397.5	4361	4290	7089.5	10807	9496	3712	8669	11184	8994
O00468	34592.5	40135	39618	33882	33248	51873.5	29654	19647	34377.5	21900	25773.5	25648	29901.5	47753.5	37708	42798.5	26249.5	34319	29996.5	25949	28032.5	29047.5	36498	26549	43230	32957	54174.5	28762	47673.5	58148	34771.5	29515	18538	28409	18751	43920.5	29077	36352	39859	52274.5	35202.5	32110	25952	16248.5	32269.5	26038.5	29484	33771	33706	50225.5	36180.5	55150	50184.5	45454.5	38269	34794	32386.5	33787	45499.5	46233	27707	65981.5	41992.5	42411.5	54035.5	40916.5	40522	28505	45325	49872.5	60715	39270.5	56067	43969	51826.5	63540.5	43512	65650	31457	35369.5	24174.5	45203	39542	42752	45218.5	53250	47782.5	48279.5	19904	37980	37287.5	49738	25023	30981	42739.5	47141
O00479	8091.5	5813	5103.5	6450	4972	2975	9038.5	17638	8390.5	6115	4318.5	2796.5	6736.5	4100	7297.5	9320	2529.5	26390.5	5145.5	9388.5	5144	8799	22040.5	6857	3437	7644	5643.5	7113.5	8968	15535	8937	11033.5	4035	17166.5	7685	41187.5	11263.5	7906	11393.5	22439.5	6141.5	14380.5	5143.5	13928	1626.5	4387.5	7471.5	34687	2459	3653	4895	2989.5	7907	5475	5960	5788.5	4939	5329.5	6129	8279.5	6227	8173	7052.5	9469	11837	10292	15702.5	3333	12996	11816.5	7381	5987	11301.5	13323	5877.5	5438.5	9515	8337.5	14376.5	4008	8484.5	4028.5	8585.5	6045.5	3173.5	5119.5	4136	16686.5	14638.5	8043	12893.5	10063	15846	4662	6952.5	9970
O00483	15235.5	24993	11830	32041	26599.5	17141.5	11546	26941	10258.5	19755	11458.5	12702.5	8601.5	9891	35300	13038	12167.5	9289	9701	27877	28181.5	19627	27632	50548.5	28963	15045	14974.5	11816	11397.5	11302	15451.5	10396	4614	18053.5	10211.5	14482	12899	15925.5	6418.5	20442	20275	15089.5	20483.5	11215	6149	8888.5	11019.5	10293.5	9503.5	13457	11538	13541.5	16903.5	17926.5	13438	7898	7582.5	10427.5	15962	6858.5	11554.5	12759	18537	16547.5	7915	7257.5	12402.5	12364	12812.5	8804	17177	15181.5	14754	11627	11681.5	9442.5	15453.5	10223	10373.5	17527	9849.5	8766	14495.5	16471.5	10649.5	19435.5	15567.5	14961	12621	9845	12952	12437	10002.5	23497	11865.5	11480.5
O00487	17521.5	25222	13960.5	19344.5	21677.5	27833	17610.5	16397	19755.5	20977.5	19762.5	14998.5	20688.5	10834.5	25229	6740	21158	15308.5	8657.5	22765.5	15377.5	27128.5	11177.5	14883	22596.5	23051	28838.5	13011.5	26420.5	29417	25386.5	17090.5	19081.5	13457	22180	29559	26421.5	7645	22907.5	17477	35101.5	24138	30956.5	19613.5	27190.5	18049.5	15813	34881.5	14988	10094.5	12380.5	10299	7753	9961.5	11921	12790	9234	15736.5	11298.5	19952	9759	9264.5	12176.5	11663	14330.5	12234.5	7055	4684	14089.5	8292	7132.5	13927.5	16866.5	16447	14740.5	10748.5	10615	14526	16378.5	12356	10344.5	13663	14986	15232	13421.5	10680.5	8472	11239	22586.5	15553.5	19367.5	20497	12278	8403	10033	24675.5
O00499	16393.5	8826	8492.5	13651	13956.5	12262	12924	11518.5	7866	10487	11030.5	14314.5	10920.5	11066.5	11254	9411.5	9929.5	16070	16016.5	9732.5	9259	8585	14664.5	11161	13154	12604	14791	7662.5	11375	8838	7461	12014.5	10415.5	15416.5	9565	9512	6482	7616.5	12301.5	9958.5	7375	10687	14052	9729.5	13077.5	10202	14384	10270	12582.5	13097	11333.5	8236	11288	9502	11507.5	7310	14556.5	13428	16188	5456	12916	12849	12359	13365	10511.5	7797.5	13489.5	11069	11545.5	12073.5	13508.5	13290.5	10931.5	13897	13289.5	13227	16967.5	19845.5	10675.5	12043	12765	11442	15137.5	14678	14434	13882.5	15565.5	15933	13361.5	11772	12683.5	10105	12004	12099	11049.5	7135
O00534	47599.5	51933	44827	62930	53357.5	42442.5	49891	32573	46301.5	28582	41624	33755.5	45802.5	63878.5	29964	76687.5	46351.5	23149	21302	54439	46644.5	34621.5	39560	53902.5	55090	54383	38699.5	78770.5	45040.5	40899	40596	20745.5	16864.5	19651.5	26671	22700.5	36350.5	73324	36728	53185	11183.5	31222	43441	37965.5	34855	33170	36948	22594	55542	61394	50434	49530	46087	41319	46830.5	38856.5	45984.5	47434	45675.5	24666	36832.5	93253.5	44825	45139.5	35345	53935	47297.5	25470.5	47157.5	28897	30528	45036.5	37583	34028	56801.5	49489.5	55742	34666.5	26399.5	21417	23666.5	52275.5	44460.5	45965.5	34468.5	70242.5	33808	42633.5	5616	26860	25846.5	10143	23082	32403.5	14508	21713
O00560	5089	4210	2827	5475.5	4541.5	4028.5	3260.5	2669	4843	5728	3324.5	3202	3201	2440	3799.5	5904	5123	3324	3122.5	2652.5	6099	4327.5	3821	2450	6862.5	4647	5170.5	6333.5	6968	5184	4013.5	2956.5	3410	2941.5	2844	6256.5	2354.5	6270	12321.5	6037	7078	2448.5	3491.5	2854.5	3771	3502	1554	3851.5	4739.5	5396.5	5220	4872	3552.5	7132	4609.5	3821.5	4091.5	8865.5	3849.5	8834.5	3010	4304	4983.5	3275.5	4542	6405.5	4289	3258	5666	4812	2619	4465	5730	5298	7372	1691.5	6174	3537.5	8339	3312.5	2010	5764	3978.5	3308.5	4063.5	4765.5	4992.5	10723	9021	5548.5	3302.5	2912	3836	2149	2681	4601
O00567	25962	18665	24429.5	23040.5	17350.5	22099	14702	9968	20764.5	8405	12081.5	9303.5	8509.5	18241.5	14014	16436	9324.5	11737	11825.5	14757.5	12172	9458	11846	14741.5	17167	18873	18328.5	22266	18630	17290.5	16055	9442.5	13262	10902	9921.5	14033.5	10916.5	15796	16028	17650	16086.5	14197.5	15034	21976.5	13191.5	9997	19454	15586.5	17058	16036.5	21340.5	18959	18104.5	20419	15019.5	19752	17458.5	12866	20492.5	16763.5	12949	15352.5	13796.5	19277.5	13403	15385.5	15122.5	18665.5	15217	20296	15832	21369.5	21524.5	20776	20988	22442.5	17046	17353	19332	10689	9991.5	11392	15145.5	10606	15950.5	17204	13497	17335	17884	16372	14349.5	23130	11176	15400	18505.5	22172
O00571	14151	9008	14992.5	13212	17439.5	18077	17165	1932	11473.5	2170.5	14949.5	16031.5	15549.5	7568	13683.5	20118	10093	13293	10921.5	9517.5	12350.5	16153	8888.5	12945.5	12905.5	17912	8621	7204	17649.5	15643	20106	10587.5	1025.5	6173.5	12203.5	15243.5	8639.5	12977	4849.5	21055	16826.5	12423	23555	13650.5	16536	18549.5	10824	9668.5	6026.5	14114.5	10680	11920.5	14835	11829	6672.5	3686	8500	9146.5	2043.5	4539.5	2727	7632	7264.5	13508.5	8709.5	4173.5	19794.5	4525.5	6600	11777.5	13903	13054	14347.5	3301	12204.5	14742	10172	14168.5	11632.5	17206	3143	4276.5	3482	3370.5	9175	7605	3762	7228.5	14183.5	3125	10078	6362	1745	9535	2959	3273.5
O00584	8362.5	6221	14452.5	13610.5	16864.5	14046	7765	7800	5665.5	6547.5	3620.5	3303	4603.5	3942.5	5662.5	5135.5	7501.5	6033.5	4638.5	8104	4174.5	7179.5	5333	4156.5	14279.5	8755	1958	12059	13631	10296	8317.5	7287	5047	3498.5	7083.5	5090	4622	3141	7858.5	9133.5	4450	3545.5	10010.5	6055	7556.5	12314.5	4727.5	1355	7055.5	5373	3992	7407	14854	10411	7332	5360.5	4002	3098	7116	3499	7668.5	3887	5948	5546	5140.5	4540	14133	4937.5	3594.5	3696.5	5720	5496.5	8360	2652	12298	8276	9863.5	4804	6942	8210.5	2275	4764	4887.5	750	5211.5	5236.5	3211	11139.5	1889	7090	5237	3284	3867	4003	380	2538
O00629	16362	12131	24521.5	19051.5	18634.5	21605	10246.5	6569	13438	5509	6228.5	6816.5	6830	8104.5	6428	8692	6792	3062.5	8424	8223	8030	5617	9189.5	5405.5	18813	10255	19903.5	11128.5	19421	23886.5	8453	3176	6508.5	8887.5	3618.5	7732.5	7216	7341.5	9222	22251.5	7258.5	11076.5	5790	10021	6968	6103	3237.5	9731.5	22767.5	25338	18629	18937	14947.5	19181.5	13725.5	14619.5	9045	16246	12055	12965	11583.5	24869.5	13434.5	13815.5	14498	16793	13449.5	8303.5	14966	20551	11477	15660	15684	16071	31175	35019	30289.5	27049	11748	11239.5	6234.5	15803.5	18589	11653.5	7473	24258.5	13097.5	17871	10204.5	8927	14561.5	22091	9503	8117.5	15902.5	10785
O00746	8352.5	20898	19042	16927.5	10694.5	17554	6961	14598.5	25396.5	9360.5	14060.5	11528.5	6720	9366	11770	15701.5	12912	10878.5	7051.5	16242	12445	23428.5	7418	14261	14460	5762	17281.5	26310	13400	17812.5	12302	4565	23768	9265.5	14097.5	12733	11238	6454	13503	8570	10757	19731	35925	11051.5	44128	16248	16779	27773	8048.5	9631	9372	5209	6813	10920	7430	11348.5	7548.5	8710.5	9949.5	15708	9675.5	9556.5	15561	24231.5	12861.5	14692.5	10296.5	8281.5	14714.5	9568.5	9106	11712.5	11235.5	11035	12071.5	23205	11369.5	12381.5	11612	12448	9881.5	11681	12518.5	10199.5	7045	8880.5	9153	12442.5	17209	10592.5	18251	14921	14835	10910.5	6122.5	17093
O00754	9710	19521	16193	16641.5	26156.5	20081	20266	16013	15790.5	20606.5	15016.5	14463	18238	24308	19744	25630	16240	16378.5	18974.5	14464.5	19488	15745.5	14404	12680	15762.5	21153	15295.5	11045	24632.5	17017	15364.5	19196.5	15036	13883.5	16239	19574	17295	20986	19401	11246.5	26624	20134.5	14618.5	18595.5	21746	9724.5	16087.5	17749	20928	22492.5	15878.5	11234.5	19233	15827.5	17665.5	17374	21309	17414.5	16084	20799.5	14133	13481.5	17220.5	23273.5	16911	13572.5	18008.5	10484	18735	22683.5	15939.5	13015	13000.5	19088	18666	18159	23403.5	16390.5	19819.5	29387.5	8689	17148.5	15852.5	13315.5	16188	18891.5	12288	14458.5	34034.5	23759.5	16270	15030	19251.5	13716	10426.5	22861
O00757	13728.5	20586	9559.5	11364.5	18617.5	15427	8245	16210.5	12975	21786	16081	8528.5	16779	13767.5	11327.5	17098	14281	10092	18103	11941	18530	17075.5	12554.5	14428	12150.5	15287	13119.5	7388	27350	38734.5	16280.5	17938.5	18671	12304	16888.5	11086.5	23654	10647.5	27075	21815	42865	11436.5	36296	18573.5	12739.5	14574.5	18970	25836	15171.5	14568	10182	17445	15101.5	12645	10409.5	11593	8887	14313.5	10637.5	13366.5	11970	11087.5	12891.5	13399.5	11206.5	12726	2695	9928	6542	9614	9766	7700.5	14195	13479	7486	10748	10389	15656	17054.5	19680.5	10842.5	17583	9612.5	15182.5	11232.5	12917.5	14507.5	13140.5	14713	13931.5	14237	10005	9506	11848.5	15813.5	17078
O00764	10236.5	14325	21069	9469	12833	17411	10514.5	8760.5	13792.5	14597.5	12963.5	13394	10551.5	9551	14029.5	7328	12523.5	8396	11530.5	14284	9370.5	17630	7823	12029.5	12241	11228	11588	8570	15210.5	14317.5	8664.5	11753	10798.5	9200	9477	11108	11443	18797	14724.5	19019	19507	9848	17409	11032.5	14688.5	9045.5	9609	7391.5	9698.5	12683	11653.5	14090.5	12213.5	11358	13515.5	13973	13635.5	4669	19588	19620.5	15515.5	12548	13903.5	19515	14891	14855.5	20673	10151	13310.5	13837.5	12473	17649	15537.5	9556	9931	10067	8082.5	11776	18260.5	14144	13823	9522	14815.5	13199	15159.5	14385.5	11455	13009.5	21062.5	15699	19603	11792	12935.5	16928	11434.5	18968.5
O14494	7249	9318	9528	6926.5	6296.5	8851.5	5457	17990	6757.5	7532.5	8275	8133	7979	11600.5	8733.5	7144	10104	10447	5938.5	8068.5	5741.5	7242	7778	6100.5	8901.5	8585	7308	6256.5	14726.5	9329.5	4849	6294	9274	6174.5	5285	8015.5	6398	6849	7467.5	7402.5	10993.5	7904.5	8262.5	10288.5	6685	5879.5	7437	6923	6615.5	6738.5	5022.5	4023.5	8139.5	9680.5	5854.5	5534.5	5638.5	3843.5	5028.5	3140.5	4766.5	6687.5	7423.5	3266	7212	1882	5524.5	6164	4481.5	4985	4237	6533	5536	3567	5260	3148	6206	4539.5	7949	4957	6244.5	4946.5	5859	6592.5	2777	7147.5	7958.5	5354.5	7254.5	7663	5872	5156	6259	6990	4088	9068.5
O14498	12970	26745	24884.5	30366.5	28955.5	20130	26371.5	22347.5	24177	23635	22301.5	18907	28057.5	22455.5	26547	19378.5	23539	24934.5	19440.5	16381.5	20208	21260	24527	19471.5	21707	31948	29163	28384.5	27048	27234.5	27525	20418	22964	20253	16152.5	33476.5	27122.5	16949.5	22255.5	35629	26852.5	24432	28156	22366.5	17295	16259	26528.5	33360	15471	12074	14886	14135	19892	19938	18690.5	24063.5	15158.5	14764	17949.5	17891.5	17055	10638	19772.5	20464	23063.5	21535	26857	11774.5	29013.5	16488.5	23290	22856	14994	14914	13546	21590	16145	29187.5	28243.5	14706.5	25026.5	21480	16130.5	21476	32422	13997	15443	18601	42895	21480	25706.5	18298	19960.5	15012.5	12766	13949
O14556	15986	20693	14834.5	25224	20886	21573	20402	14373.5	15860	18210	24243	20133	19435	27545	14707.5	22753.5	23531.5	11643.5	20588	23899.5	27456	15894.5	13002	18902.5	23147.5	18240	19670	15709	19485.5	17968	15154	11084.5	11364	11942.5	11408	7239.5	14420.5	16021.5	20303	15166.5	13721	13076.5	21958.5	15001.5	14563.5	18500	17836	14288	24941.5	16483	21058	21907.5	21240.5	23392	12459	8248	7571.5	12343.5	12238	14818	12086	16806	14741.5	16083	16284.5	14204.5	11994	14534.5	16279.5	11047	13657.5	13414.5	16438.5	13343	17342.5	18127.5	18115	24868	13383	12857.5	10801	18334.5	13759.5	17550.5	13139	19641	12989	20194	4116.5	14443	15305	12367	11083.5	16706.5	17177	19278.5
O14558	134043.5	84387	57045.5	48192	25002	74879	32622.5	94823	76325.5	72984.5	44493	36842	61319	29740.5	84746	62891.5	108649.5	37267	158911	52839.5	98181	65730.5	78963	124535	99782.5	42508	56076.5	41536.5	43408	37977.5	29470.5	125713	35047.5	48607.5	75442.5	28894.5	58048	29850	59852	48553	32690.5	33384	52142.5	22238.5	87408.5	62391	103163	30113.5	102623	52557	58975	52060	41620.5	67785	89301.5	63130	75653.5	72743	81525	64419	84212	143627.5	125899.5	113191.5	83169.5	68670	76418.5	93729	50537	51239.5	45283.5	89948.5	45444	31684	33969.5	89573	33676	31456	37844	70798	39336.5	59119	84283.5	77715	48876.5	73308	34970	58677	15228	44799	43917	34649	56907.5	62314	40187.5	31145.5
O14561	15494	18236	15908.5	18062	12090.5	23274.5	14173.5	12463.5	19836.5	18735.5	14687.5	14597	14977.5	13288.5	17283	18410.5	15731	9543.5	11824	14522.5	9289	20462.5	9877.5	15233.5	18123.5	14774	15429.5	9805.5	25441	21609	13262	15805	19844	9391.5	11842.5	16392.5	16075.5	14928.5	21110	14098	34544.5	12457	15756	16628.5	23847.5	13308	12445.5	22087.5	28725.5	15511.5	10992.5	7719.5	31068	21688	20557.5	18592.5	12589.5	13309	19099	18782.5	9139	16748	19180.5	25074	10122	15944	18113.5	22463.5	16182	14179.5	9565.5	14002.5	16527	9805	13345	14668	11684	16207	20341	21275	18758	7155.5	19941.5	21623	25512.5	13366	12493	18942.5	33322	19764	15940	20091	17179.5	24512.5	11833	24324.5
O14562	9612	11853	7386.5	13895.5	12051	9290.5	9399.5	7665.5	8443	10497	9829.5	9482	10877	7947	9449	8641.5	8576.5	11294	8893.5	12206.5	10073	11142.5	12675	11759.5	7984	7059	7161	36096	12523.5	11954	8909.5	8773.5	3871	12401	4828	6549.5	7000.5	11846.5	10970	10934	10473	8098.5	9663.5	9874.5	10639.5	8852.5	9279.5	11373.5	9676.5	14310	10086	10142	8565	11634	9919	9608.5	6639	13543	9631.5	7964.5	9088.5	12883.5	7327	8374.5	7039.5	16651	5511	8899	8821.5	4703	8193	9674	11500.5	10615	7704.5	13199.5	12823	7262.5	8422	7720.5	9486	13368.5	10030.5	15777.5	10480.5	5287	7623	12949.5	12873	5281	13938	10257	7591.5	7504.5	11396	21222
O14579	39845	25958	31575.5	47273.5	55344	35462.5	33947.5	15619.5	26182	25754.5	17610	28144.5	21404	51471.5	26828	32384	10944.5	19129	21519.5	29411.5	21445	27683.5	37529	27023.5	34429	39612	31384.5	31017.5	54526.5	61448	29484	25179	12717.5	29159	26007.5	31045.5	17188.5	37110.5	28691	38178.5	20990.5	21914.5	25138	26703.5	24052	18351.5	23259	17777	35703	41306.5	39829.5	37000	43492	35575.5	21859	20470	29413.5	20894	29814	24681	16247.5	40359	37958.5	34563.5	27188.5	19713	32705.5	15527.5	20767.5	34097	30376	21779	38295.5	37695	51778	61478.5	54485.5	42875.5	23653.5	20023.5	16724.5	35324	37104.5	32517	23180	39874	32317	24997.5	21189	25684	30805	25989	15221.5	17519	31989.5	25835
O14617	5346.5	7160	8571.5	8465	7174	7066	9155	7617	9495	11863.5	11015	7293	10817	9140.5	11773	7671.5	8297	6755.5	7573	9691.5	7792.5	10045.5	7326.5	12462.5	8664	8594	10634	8317.5	10419.5	10996	8875.5	8265.5	8665.5	9540	5027	9041	10712	9480.5	10443.5	10030	14337	12178.5	12226	12374	10216.5	5937	5725	12417.5	7483.5	5702	5193.5	5008	5357.5	6190.5	7846	8554.5	7967.5	7807.5	8171.5	9883	6822	7374.5	9969	8098	8623.5	8528.5	8235	7487	7596.5	10378.5	7581.5	11324	8423	6916	7777	6227.5	5143	8444.5	8810	11319.5	6695	7430	9664.5	10142.5	7727	7241.5	7202.5	8814.5	11778	10005	10343.5	5842	8030.5	8143.5	8607.5	12515
O14639	2852.5	4595	3295.5	4992.5	5721	4339.5	3284	6588.5	2817	4002.5	1873.5	2467	5469.5	8211	6205.5	4251	2028.5	2958.5	3958	6190.5	1937.5	3417.5	3541	3143	5435.5	4989	12294.5	3871	3144	11340	3326.5	7975	2415	8410	3421	6218	1486	3299	5969	3320.5	3159.5	7436.5	4778	2010	2427	5120.5	6243.5	8534.5	3686	4713.5	3086.5	3604.5	11608.5	10002	4457.5	4518.5	3467.5	9576	2356	12709	3338	3102.5	4842	11899.5	5110.5	5116	3665.5	3904	6007	9647	10150	5421.5	8942.5	3608	10530.5	8405	5234.5	3682	9009.5	7071.5	5387.5	8876.5	5828.5	5824.5	3587	12346	4558	4909.5	4591.5	5484.5	7751.5	3374	6360.5	5235.5	2723.5	5772
O14662	1428	1746	1405	513	1760	2155.5	885.5	759.5	668.5	845	1121.5	1283	1097.5	4261	1920	716	819	830	664	609	1351.5	1437	726	1103	2344	1661	1530	1190.5	2422	1784	1565.5	1149	1087	902	760.5	1644	1321	1653.5	1771	1004.5	1430	832.5	1382.5	332	2386	1695	1077	1896.5	3188	640	718	831.5	808	2151	798	873.5	788.5	736	646.5	1596	1659.5	792.5	978	1405	339	539.5	1123.5	644.5	1553.5	2261	663.5	911.5	1982.5	853	6074	827	4595	1453.5	2218	1074	1051.5	730.5	1606	899.5	745.5	2091.5	1783	1590.5	882	808.5	585.5	1300	1134.5	585.5	370.5	1012
