Protein	PCV1	PCV2	PCV3	PCV4	PCV5	PCV6	PCV7	PCV8	PCV9	PCV10	PCV11	PCV12	PCV13	PCV14	PCV15	PCV16	PCV17	PCV18	PCV19	PCV20	PCV21	PCV22	PCV23	PCV24	PCV25	PCV26	PCV27	PCV28	PCV29	PCV30	PCV31	PCV32	PCV33	PCV34	PCV35	PCV36	PCV37	PCV38	PCV39	PCV40	PCV41	PCV42	PCV43	PCV44	PCV45	PCV46	PCV47	PCV48	PCV49	PCV50	PCV51	PCV52	PCV53	PCV54	PCV55	PCV56	PCV57	PCV58	PCV59	PCV60
O00303	235854.0171	189987.4144	237754.2918	451422.7838	218473.0823	356817.641	406532.6968	379097.3345	266021.2334	199013.6428	284917.714	362092.3661	173593.4912	447769.0128	371693.6052	329108.7456	334903.4538	232295.3521	484199.8681	424340.7859	432753.4116	265897.4433	434937.9382	378171.2402	315503.5699	317203.3721	444045.0056	301646.5672	281630.9342	322813.8042	194725.1366	166907.6105	242056.7947	398953.524	242605.6254	246743.8912	301033.3995	208736.4067	244264.7468	137303.4126	93360.95689	251434.7491	149114.2943	308378.1856	263366.5688	281204.5281	275511.5545	191230.8156	424768.5087	398020.2148	400422.4322	290446.5923	488609.7036	308031.7055	335232.292	345942.6613	360381.6739	300523.9464	279834.6297	502076.2168
O00330	196864.669	145607.5189	180796.1376	173754.4587	196908.349	204811.223	171058.2936	215042.6392	159223.6617	183880.1365	184033.7938	175310.2447	152991.5774	313461.4248	236133.8962	185587.6992	191421.6794	159561.297	204902.0959	176389.6795	208961.8092	183991.2323	143508.6206	181235.3184	185578.2789	201678.2351	222519.3985	168685.8773	178195.6728	134001.2099	189952.5268	147531.168	164879.4227	175205.7016	187204.3671	177301.1041	137716.756	170296.8168	150375.0871	142566.2849	85708.40751	141468.8324	143887.3835	230690.7667	208705.2908	191067.9366	214204.6485	177725.7258	158659.9429	128934.0446	242136.7293	185063.9126	181613.866	205377.512	197085.4143	223206.3473	214141.8305	189374.303	206659.9518	185392.2601
O00338	441803.649	668215.5514	736286.3096	579052.2907	540031.1847	584070.8523	723745.4862	911325.5323	646890.4823	667649.2849	658364.7606	665395.9913	726197.8811	572619.6115	699954.5786	351338.6992	497510.5599	591154.7481	489814.6253	750724.4601	497363.8734	419133.0003	376617.5359	547369.6124	551468.6357	501457.7518	687851.2759	510320.3046	559068.8498	413287.0525	419528.0921	645883.9386	732765.3287	528980.0306	589061.0137	514511.5116	598176.1961	703659.5994	686419.0345	501013.8863	367363.7427	562774.2265	742821.8595	408310.4136	647813.879	446325.5934	484154.3194	589616.7702	424198.5161	752436.2461	479253.9121	437770.2703	459326.6071	562289.6847	597703.179	550434.7084	689710.7016	604582.8956	627835.2581	612969.8557
O00339	90678.08847	100613.5633	115164.6558	110665.2562	103750.9961	126645.5124	90372.68637	140197.6525	91660.42111	101023.056	92214.22164	93399.96135	98272.93849	134191.8977	103860.046	111530.8844	98938.46714	86095.40406	144234.8244	118478.0448	131207.1935	116709.083	81348.51823	135473.6381	112840.8341	111111.5242	169643.6788	102325.2331	134493.9236	77586.19953	60680.69629	91481.82855	110123.7107	101170.7753	135928.937	136816.9967	68334.27316	92718.59604	92755.56135	94991.37065	39007.35092	86770.04521	109120.8585	126265.73	129046.9593	62798.93582	100743.3257	78860.8856	116932.7453	97839.7349	174872.3766	148968.1088	149019.14	112650.1493	146529.4646	125283.2904	113187.3486	111287.7718	143300.1371	137255.539
O00391	523139.9574	493322.9482	513331.1661	471269.8168	392303.7608	445840.8721	454201.1973	662823.9934	533384.6541	501045.5397	539043.7433	490272.929	405563.4049	641496.6128	602049.5223	542111.7309	542768.4946	566307.075	424729.1535	567066.7623	564357.5141	429610.1368	338587.4764	444302.7311	458911.1952	421761.0259	555204.4196	414059.7228	444007.9696	317416.6956	541394.8893	482047.5778	548589.6945	536359.1639	496277.0926	473818.9113	428756.3917	471116.1832	567692.5218	349563.7801	238418.8311	406340.852	466335.4546	670677.1089	582128.919	585788.8909	583252.028	555015.8295	388243.5548	580805.8021	587471.0602	468047.8364	480584.1288	494899.6805	510548.1184	518378.8621	535651.9919	442428.3516	469274.3268	546072.796
O00401	42524.68545	44444.01502	83537.27573	58416.58025	43891.44338	99381.88616	67878.79823	85313.70658	54342.41286	63157.74792	90682.59654	81171.45416	38539.41468	83893.82087	86086.03994	47297.31011	56027.79167	44715.41059	95026.26474	125361.0647	98321.72573	70012.99382	59161.62707	84292.46435	75364.30835	95086.2227	144180.5001	80632.45747	99079.51739	65152.84902	27605.8848	46806.13139	73605.26873	57304.48081	44685.34542	50498.38227	49238.98143	25454.81351	42166.73527	60228.04547	16491.67968	32232.732	57274.72853	47596.24972	39364.51559	28823.45972	32827.5976	32410.82236	70713.27653	84246.5094	89478.80379	67828.24943	68262.34207	62669.44467	88222.54243	84545.08404	77826.72365	71179.66704	84795.10223	92965.5183
O00410	28381.81555	24033.26941	36506.54854	57553.50261	26846.34358	77143.32837	31481.55419	36805.49703	15319.3601	40210.49819	42853.27864	40276.72965	26688.38087	56242.04332	38103.81018	33792.55861	29818.4817	41399.93983	57494.41021	41077.16892	73662.21881	45729.22052	48885.23166	59876.99539	42057.63035	54446.33245	49973.69531	56194.2905	55020.91038	43172.69786	19682.06442	19772.47693	37903.33303	46705.10014	38842.48524	43451.4909	21582.03166	20080.27872	22434.76601	32078.36949	24196.62415	24252.65108	19370.50692	37239.18957	20279.15179	25890.85748	21540.66115	22194.28641	33636.6257	32422.56206	63120.78379	59721.608	58642.56836	40411.21229	50134.11187	68075.85061	49118.03216	46159.42278	37207.52784	47269.20175
O00411	177746.2633	195363.7881	179961.3406	143177.2486	115711.0651	178339.796	161970.1445	198500.0079	171110.4115	204607.5532	197202.1867	169150.6233	161352.1618	273153.0344	232978.3376	168457.2949	241567.4829	161367.0827	213185.2049	206348.0896	208705.854	199308.4362	146439.3362	165416.6578	183971.0902	169193.3913	184220.2522	162870.0208	187342.1846	114823.9574	184419.256	138830.3633	182287.1402	123584.9188	134677.121	136484.4732	134972.0314	167602.2336	185548.4101	136413.2394	85491.05131	122476.7789	164781.9815	239567.639	152912.6815	178066.6022	214053.6731	206486.448	180144.9636	211754.065	183430.1598	154162.9548	156435.16	143299.6298	177037.5072	164549.7646	231291.5417	181868.0351	176276.2852	188345.5886
O00418	193154.8813	197694.2757	178548.65	273721.6277	212908.6122	303065.2955	236156.3716	299844.5819	197869.0295	232790.4453	238496.8833	194790.5536	191355.2677	329501.6327	292648.9691	232112.3653	233171.3689	228237.346	269082.017	231556.5802	240682.55	208118.5668	189033.8936	193713.9912	230261.8506	229640.2672	282234.3097	176475.6537	237802.8147	192472.4487	155336.7754	193066.5748	214139.9966	236701.1373	252928.9534	217809.9146	193468.5304	205323.4323	210817.1834	154179.4108	101002.7075	196162.5613	212268.3893	252259.6745	240500.8381	210245.8163	232680.842	206385.9667	202574.8131	220987.2991	218060.1104	224543.2477	239155.8252	176747.3325	236267.5061	258713.8007	252474.6404	201920.591	236553.5532	246948.7264
O00422	131833.3975	112892.5802	208742.0708	320606.935	132901.8851	284018.5577	353423.2273	378588.6635	272536.768	126244.2075	298246.8986	327781.9171	100873.7793	369593.0008	298241.0786	255776.5109	303029.8079	169431.2852	820526.8143	544568.6683	604053.0595	319175.5732	552246.4444	447639.7987	393648.6864	399875.747	503660.7839	386414.9719	332434.1871	331332.3639	105357.1779	139142.6443	208435.9461	258461.444	129614.9632	205286.1609	294826.6619	117880.6663	230566.2298	125477.564	52055.92542	127400.773	93785.55002	259449.3967	171642.8937	121194.8426	170273.5388	141090.1666	650614.3515	408187.0404	434409.7229	302852.3222	521387.4023	319900.4396	318376.5257	318589.7199	382560.9763	327532.5678	323815.4612	495599.2329
O00423	284958.266	319893.1144	333941.3064	322154.4458	290765.2226	411538.0743	338980.7867	343758.6817	263491.1265	330073.4885	462082.3739	474218.8842	469595.1244	436387.5824	481599.4255	307329.4751	369690.2148	401472.7083	350620.2233	482289.58	305373.4885	296139.546	275687.7729	323903.5486	364929.3515	351843.5294	511158.6655	317012.4606	381156.4669	258893.4748	396925.3365	369942.8066	379073.0687	287861.7668	271293.0084	299964.2171	271365.0081	330371.0061	332571.7595	333653.2064	278521.1253	359625.0196	589849.0203	379476.12	466495.4386	359152.6272	440748.8642	440393.3162	305991.5866	502521.2352	408069.1108	350584.4891	376178.3953	441048.6285	421688.2295	368759.6185	554184.4093	439620.5694	450525.4333	434197.3026
O00429	92861.39644	85610.05346	113309.912	151298.3805	122342.0706	187236.9972	141706.1364	144996.9115	128885.3831	116230.3166	151595.2903	94901.50299	119292.2589	179717.4545	151896.497	152585.2439	117742.1769	96164.76697	169455.9921	126117.1929	150850.4058	139367.8133	126650.5481	132860.9303	105706.5505	146309.9256	180382.0222	124588.4563	136266.4494	110815.6779	105860.4136	80901.27166	127924.4254	143770.5474	119099.0345	135375.489	108350.9928	103194.8541	140352.4879	74597.049	47577.39512	76743.3513	84920.79023	132689.3654	131335.4478	126799.2263	148220.6654	90649.89166	149718.0456	102457.6844	160298.6059	159003.8535	124249.7255	129924.9574	140006.5011	163464.0037	141881.0106	112407.8096	113559.1214	203824.7102
O00442	10989.24121	12777.16331	17535.77575	29799.36076	13928.87747	35014.10674	26646.26829	24210.24042	13712.83021	10540.29855	21220.98379	16748.5647	8253.174809	32433.35483	20495.77011	8853.483768	17884.21109	7423.303231	52035.24946	15165.08635	57918.07985	53748.9456	27966.36587	37347.12064	28693.74856	26384.4045	33707.22836	29169.43071	35500.42563	16170.34129	9037.377233	11055.87645	14375.95303	22874.28436	16218.15509	25224.61926	22409.76473	6479.013331	14463.12032	12579.66278	3802.693694	7547.343532	11440.38433	14246.18499	16911.05494	9207.779674	8607.624361	10951.39452	38444.43523	33579.47099	44413.54705	47156.11665	35042.74065	46960.02214	36248.5255	23425.46872	26815.89418	31066.85746	33152.59232	28560.38517
O00443	1080152.949	963255.6548	987579.1436	836137.2801	584380.9451	801925.3635	931069.7945	882551.5383	895224.8431	1056423.007	1219722.21	1018442.806	742444.5349	1225744.903	925555.581	983038.2438	1240219.567	896053.2094	840169.6085	1024437.538	921105.9994	780677.504	689720.5828	955771.4968	907379.4619	824145.0902	1297425.67	801131.4912	755665.0422	601393.5519	1016774.265	1075080.164	918839.4308	616453.3243	847462.4084	690117.9674	816370.9497	979182.8342	1071056.529	795567.3608	295553.063	676048.6394	909262.6011	1145960.709	919415.9376	927946.9271	1210544.529	909840.0375	622404.3559	734846.068	712753.3744	872637.9903	764868.0807	827746.8949	793802.7337	1003515.211	871360.5052	936860.057	550557.1327	823353.2131
O00459	641025.7659	732843.3222	746691.5813	672629.1881	540553.2703	708909.9901	703426.0631	806671.5728	610641.8584	688442.0742	715977.0707	647596.7407	730114.419	883332.9313	870353.2406	590850.3217	679907.2862	636535.6856	714231.9888	760125.2076	712411.1002	592535.8556	517429.3441	660748.4406	637775.6676	642680.9655	850262.9171	615659.2833	705145.91	473805.734	680368.5422	733218.4917	779067.0946	666352.8731	743503.9049	636122.3515	532550.4805	625247.0874	635862.7663	527281.5277	328195.3009	517925.6971	804453.8649	743956.983	872954.2982	659208.9418	725943.8823	728706.9474	637045.4133	807411.9323	763836.8248	667032.4956	604725.4978	650163.1513	758490.4048	724866.9721	781070.8331	707108.7243	767578.2537	771668.3035
O00468	166388.2161	140512.9491	177920.3333	176046.9687	139095.1856	221598.1833	168514.063	216386.7408	145215.4427	184375.521	193547.1657	186534.3043	124310.672	238749.3701	179897.0738	164135.4988	171716.3091	123484.1521	229665.1432	187121.2505	236083.9872	154865.1345	192162.6346	187191.1566	170726.6534	191178.8002	271646.7773	167878.3577	197899.0728	161529.7511	155613.6166	132062.5213	158129.3265	168204.1086	152771.2146	149779.8839	136577.2708	112206.6019	152016.6542	127396.8581	66641.56521	143025.6983	166102.0631	172109.0471	148324.6665	148776.081	150107.3	117773.7256	184695.2513	177916.3193	221620.8502	217143.5927	210373.7645	184501.0132	181763.7218	250964.9433	205201.7473	187143.3278	207065.7435	246854.7736
O00469	481676.836	456110.7497	446239.1259	627961.4578	470589.5774	668840.5132	625490.777	573191.1893	493901.6672	644461.7355	663374.1916	525912.8959	533348.5181	788092.3178	628979.805	416778.4936	478001.2469	496382.1489	572003.8292	635478.3566	603698.3485	504240.5648	484075.3026	586419.7561	546849.7082	583791.77	674429.6684	502795.1044	630026.4059	541550.3272	457418.9203	494434.8944	546056.4055	582992.8959	572294.9371	546420.3618	495060.123	515137.192	509114.4988	355985.923	469262.731	507025.9204	586146.4532	566544.3719	619814.1034	523577.1176	536373.7408	488034.3642	617197.8452	587262.6521	620241.4911	755947.937	629786.3442	702394.3183	569576.3167	683452.5886	525884.1978	608252.5157	642683.3603	749431.6942
O00483	85902.02524	78595.1936	106406.8558	106626.9493	85973.80876	85162.91839	71496.49319	71932.2338	81036.89319	77028.78476	92569.20066	82846.94287	70541.56434	119965.8158	120080.589	79503.53172	91114.24035	57540.08531	122011.2683	66769.07815	145513.4475	106616.8361	94362.23421	99385.70146	103127.1656	106745.2233	127502.7725	97510.26341	117982.5704	93925.78212	94887.04986	67775.6599	94436.77977	101882.9005	99364.63485	107820.2001	67696.5393	58367.45386	111453.1555	81738.41121	43460.62133	83131.86862	82978.8245	120121.3886	133328.2497	119510.67	128782.5276	110926.4895	113248.6167	100758.8827	191213.945	132384.641	149813.5334	118669.4223	152207.2098	171301.5973	132733.1634	146885.6424	172280.6415	164467.2026
O00487	500100.2682	449122.5471	582015.6074	555678.1816	458882.5716	645612.8371	645481.1197	580402.6137	438271.3296	443350.8811	585451.935	712955.1992	489962.9999	891080.423	627364.498	567327.4006	296866.5325	449236.4689	876256.4554	664963.5573	515054.8032	556346.0924	750627.5659	341514.6453	475844.1227	556307.8336	795680.9953	539703.5041	807487.4756	533071.9948	355377.4038	357930.0791	360002.8106	672398.3555	584996.2725	537964.9664	462924.2533	402303.7922	384135.6229	337957.4539	240068.0565	536514.5005	535277.9067	785673.4078	423367.5863	554615.2317	491249.6494	370693.8702	357259.8594	695565.6479	1115863.327	655719.4436	428861.1136	593937.4682	849172.2529	636003.3531	852626.1706	569728.2675	378621.974	878663.5491
O00499	173821.6894	189590.5078	213934.1858	200487.267	162222.9954	202155.6711	189045.6931	242466.6029	158243.4345	179870.2665	185076.8949	195370.7791	203130.9227	246965.2795	275681.4562	175286.4039	177849.7495	176520.5279	194844.3864	169102.5056	193051.4132	162345.0607	138044.7765	188005.2973	178543.0005	177960.8281	207139.8836	157499.9457	188827.5771	151555.9143	197595.0934	191860.4559	248366.0381	178734.1066	200518.7794	196300.1431	163616.089	203855.4709	231365.8276	164096.0471	116842.3216	179709.5258	241780.8741	231826.8695	244753.2756	204519.1526	235645.1137	220317.7066	178408.3624	203621.8068	192122.9092	243211.7124	268277.8089	183379.6718	197817.6259	217600.5497	214504.9244	180834.4166	190135.4389	196401.7939
O00519	29334.44957	37060.97598	33417.44344	51675.74607	56269.93524	58705.51303	40402.42563	45477.00276	25753.44763	68736.6462	68281.1669	41463.68624	37706.79598	83228.99748	38300.43698	26358.40975	58000.91567	31278.82005	38087.50411	52427.40491	58127.45401	60031.51145	47643.85724	43636.80143	38505.37861	178374.4429	56061.58834	52298.65263	40956.96387	23290.54245	39511.53818	31383.97548	36786.07588	36611.58308	59881.16463	40933.92331	35187.91327	34472.70857	55011.61004	30457.09122	29624.42649	25355.88436	43883.83988	73725.60802	36242.36958	36304.1863	36380.54982	33234.32225	99211.42585	44457.22938	128483.5214	52419.36402	69133.1939	57023.14924	43927.07203	70781.30068	38102.76736	19680.86677	38383.33792	46351.88683
O00560	108368.7287	78307.25869	124894.5741	136809.0003	118291.412	150171.6349	122703.8214	135199.1027	98863.50035	116898.5116	162743.0958	128020.406	96374.95927	169388.6625	129688.4469	101355.7973	121988.9669	130997.5623	205446.4829	122210.6311	207833.4222	151080.058	131529.3815	133797.0855	140571.4187	157633.0336	190486.0288	127722.1987	136289.993	118611.6044	109859.5751	98869.01552	111182.894	118162.089	167586.6063	141440.6339	88530.30254	88669.79992	107111.0725	117371.1415	53357.207	87301.36708	75495.49496	135683.6258	119139.4303	123787.6764	113766.1842	97378.06045	156331.5548	120959.531	184254.3711	180974.8629	159366.4582	131326.8447	170342.7841	157794.8923	167419.0655	138492.6217	157549.1167	175505.2338
O00567	68507.9882	71607.93318	90354.11178	111038.8803	100129.9839	125935.1396	82026.0019	93337.82791	71558.96938	84027.45713	99611.64371	90773.88916	62786.68216	123660.5047	105526.3868	84399.71825	82275.06625	72654.45802	136169.9024	102337.289	140421.7606	95474.81847	95030.77738	99263.55783	91123.33135	103007.2547	132577.5482	89783.48861	96448.72836	74978.97377	70158.76791	62990.7718	95333.54766	110189.2902	116665.7373	102843.1854	68030.39776	70646.37836	75065.87273	70024.40561	32961.97556	67264.74953	73978.07481	102458.7747	89843.20417	72898.17311	77911.46752	72843.36722	115236.6601	104499.252	131525.006	112024.5321	114936.358	89384.83457	90063.28841	111292.7493	105069.1172	94926.59492	95738.98449	114956.7162
O00571	128649.9264	80838.13442	112183.0079	146611.4011	112393.1434	142399.6496	121844.5825	124480.1441	97538.56852	109712.1176	133046.5844	108954.8507	77839.02724	190558.8074	129376.1728	124437.8332	116165.9798	96391.73145	139332.8645	118683.3342	157281.8257	117279.997	122682.7424	119049.11	120475.8672	151133.7867	154182.7687	109000.726	129274.0002	110234.8457	103659.8329	79186.68548	128777.6554	143779.5389	125900.4276	123989.2389	89211.38304	73855.94959	107958.6327	84750.22926	47260.27754	86097.55193	88846.11327	162817.886	87456.90299	103635.3471	98972.21252	70691.94253	155506.0697	117828.806	195229.0542	174874.5272	144994.8861	102828.4508	161279.701	152867.371	121975.9195	114031.9149	143573.4998	165991.1347
