Protein	kidneyTisue1	kidneyTisue2	kidneyTisue3	kidneyTisue4	kidneyTisue5	kidneyTisue6	kidneyTisue7	kidneyTisue8	kidneyTisue9	kidneyTisue10	kidneyTisue11	kidneyTisue12	kidneyTisue13	kidneyTisue14	kidneyTisue15	kidneyTisue16	kidneyTisue17	kidneyTisue18	kidneyTisue19	kidneyTisue20	kidneyTisue21	kidneyTisue22	kidneyTisue23	kidneyTisue24	kidneyTisue25	kidneyTisue26	kidneyTisue27	kidneyTisue28	kidneyTisue29	kidneyTisue30	kidneyTisue31	kidneyTisue32	kidneyTisue33	kidneyTisue34	kidneyTisue35	kidneyTisue36
Q9Y285	NA	NA	NA	18518.53611	NA	NA	1804.5375	NA	20892.73056	41135.21111	NA	NA	5836.422222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2064.747222	NA	NA	34116.76111	NA	NA	NA	NA	NA	NA	NA	NA
Q15366	41077.87222	118793.3722	104642.8528	252846.2278	38266.54167	69296.96944	62003.42222	NA	125372.3139	248839.1306	207384.6972	45731.62222	123793.9444	161420.0417	47788.14722	243050.1056	236030.4417	76292.56667	110778.1306	128471.9694	172575.7444	261842.85	39920.875	72977.35278	2064.747222	NA	33491.8	247871.4917	NA	48954.48611	133921.8944	73631.48889	42741.92222	235242.4556	88437.70278	72135.45
O94986	544909.675	913960.0111	494067.2389	1027249.636	469971.2417	1027249.636	228946.2806	449960.5111	549609.3778	490235.9083	559863.85	1130692.189	505272.675	970053.3306	435248.4444	1162785.536	659554.425	540115.8056	554483.0056	1027249.636	462133.8694	1162785.536	462133.8694	1002595.869	223143.9167	446678.9083	613850.5417	478947.3611	606496.8472	1162785.536	509155.2389	1057986.386	449960.5111	1162785.536	732383.5028	572844.5944
P16435	NA	NA	NA	82372.62778	25129.85556	NA	78216.50833	40567.00556	31720.91389	24133.67222	NA	NA	16143.24444	NA	26788.92778	NA	NA	NA	NA	NA	NA	79458.76944	NA	NA	60605.32778	46154.89444	31345.97222	26093.66667	NA	NA	24059.85833	NA	20275.925	NA	NA	NA
P50336	11758.93889	NA	2498.825	10993.76944	17029.86667	NA	1804.5375	26686.24167	4172.005556	NA	4061.402778	NA	8866.933333	NA	2734.252778	NA	14687.36667	15398.21667	6919.769444	NA	5255.061111	13480.96111	11856.60417	NA	2064.747222	18831.54444	5255.061111	3008.275	11359.64167	NA	5920.558333	NA	6838.705556	13938.16944	17146.31111	14687.36667
P27694	11832.575	32198.96944	NA	38012.42778	20961.98611	36073.49722	1804.5375	21949.825	NA	23207.51389	13793.52222	47185.33333	13166.66389	40420.68611	18760.08056	32105.01111	NA	32750.56111	18518.53611	36956.08333	NA	40075.73611	NA	41840.20556	2064.747222	41004.78056	NA	22778.51944	12617.17778	52878.94722	17778.32222	NA	18760.08056	32143.85556	NA	28140.72778
Q9Y624	NA	NA	NA	NA	NA	NA	1804.5375	19577.77222	25608.95278	19108.58056	27310.46389	NA	NA	NA	27509.79444	NA	25912.825	NA	NA	NA	22562.35278	NA	NA	NA	2064.747222	21553.00278	22664.18889	20517.90833	23144.21389	NA	NA	NA	28649.975	NA	32336.43056	NA
P08754	7002.047222	22378.06111	6569.588889	27593.38056	9416.930556	16249.23333	55745.14722	9837.458333	6501.191667	10701.53611	4583.052778	16382.90556	7331.05	24964.95	6615.541667	19764.20278	11115.65833	8469.238889	8866.933333	25912.825	9611.819444	28285.6	11856.60417	20708.81667	54737.36111	13531.75556	12567.36389	14628.94722	11279.84722	21949.825	8469.238889	29052.19167	12107.39444	24133.67222	16953.34444	10649.17222
O15439	NA	NA	NA	NA	NA	NA	1804.5375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2064.747222	154345.9056	NA	NA	NA	162300.5278	NA	NA	NA	286640.3306	NA	260389.5194
Q14108	NA	46303.49167	10354.89722	30730.15278	NA	NA	1804.5375	41135.21111	13166.66389	118998.7444	NA	NA	NA	NA	NA	31797.31667	NA	NA	NA	51480.32778	NA	46053.91944	NA	NA	2064.747222	36623.49167	43945.29444	120161.7028	NA	NA	NA	NA	NA	13873.04444	NA	NA
Q9H0N5	NA	NA	NA	NA	NA	NA	1804.5375	NA	NA	NA	NA	156268.85	NA	NA	NA	NA	111940.7639	91127.04167	NA	NA	NA	NA	NA	NA	2064.747222	NA	NA	NA	NA	NA	NA	NA	NA	NA	155550.8472	NA
P55265	NA	NA	NA	29918.29444	NA	NA	1804.5375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56609.46389	NA	NA	2064.747222	NA	NA	NA	NA	37020.33056	NA	45427.61389	NA	NA	NA	NA
P23142	37386.23333	62113.76111	NA	NA	5678.075	71658.52222	114480.7917	NA	20589.93333	26011.68611	14224.84722	17976.62222	16600.60833	33573.35833	NA	99433.58889	5920.558333	NA	NA	54990.34444	24475.95556	NA	NA	NA	2064.747222	NA	5768.044444	28364.89722	40204.65	55509.41111	25608.95278	39005.51667	35479.70278	86395.17778	NA	NA
Q9Y4F1	3060.441667	20517.90833	16653.17778	NA	13744.35278	11115.65833	1804.5375	15116.90556	28364.89722	714.025	9120.119444	10890.85833	26563.475	15951.22778	25608.95278	15184.38056	83236.9	46957.70278	10785.31944	19506.66944	20589.93333	NA	9945.716667	18957.21389	2064.747222	20764.94722	19983.67222	4172.005556	24705.79167	20892.73056	24907.93611	23827.06111	23009.54444	17428.51944	82784.10833	47343.66944
P07902	29308.43333	NA	26438.35278	NA	NA	NA	1804.5375	NA	NA	10013.70278	34042.56667	NA	NA	NA	20640.28889	NA	NA	NA	31345.97222	NA	30264.74167	NA	25487.30278	NA	2064.747222	NA	23275.01944	14857.11667	37258.59167	27066.25833	20346.63889	NA	22251.10556	NA	NA	NA
P16671	NA	NA	NA	NA	NA	NA	1507483.567	NA	NA	67663.88889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1162785.536	NA	NA	69163.64722	NA	NA	NA	NA	NA	NA	NA	NA
Q96FV2	44536.32222	NA	NA	NA	35565.02778	NA	1804.5375	NA	NA	NA	34506.98889	NA	14566.58056	NA	NA	NA	NA	NA	48208.46111	NA	NA	NA	40204.65	NA	2064.747222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P04843	34916.06389	70281.08889	49467.07222	161859.3417	41425.13611	58361.84167	58530.55	61553.76944	97932.12222	47551.11944	46219.51944	75049.44167	40738.92778	70812.28889	46353.275	124023.9972	31720.91389	50797.625	34176.425	63988.55	63415	155885.6306	40359.89444	56715.96111	64454	63732.60278	93734.03056	47858.23889	71658.52222	61155.07222	50724.91389	60605.32778	56058.65278	104101.6361	29597.68056	52194.85833
P07585	159013.2611	117967.275	74915.41111	253890.9056	92200.61944	NA	449960.5111	NA	85899.78889	NA	105371.4444	NA	108357.3056	NA	204267.3556	49821.31667	72497.49722	63640.03333	155885.6306	123432.0361	77488.90556	253890.9056	110367.1861	NA	597545.5028	NA	88271.58056	NA	119650.7611	NA	92512.36667	NA	208762.6028	75858.82778	74656.38611	58530.55
P61006	9347.894444	NA	16249.23333	15689.55278	NA	NA	1804.5375	NA	9347.894444	30039.09167	16907.93333	14502.54722	NA	NA	NA	NA	NA	NA	NA	NA	15116.90556	NA	NA	NA	2064.747222	NA	15545.73611	32049.25	12874.95278	NA	NA	NA	NA	NA	NA	NA
P05109	13938.16944	NA	NA	NA	NA	16653.17778	1804.5375	6414.702778	NA	5033.483333	NA	15847.525	11680.59444	75506.47222	18677.57778	95661.27222	20116.76667	13744.35278	16477.30556	25669.13056	13339.98889	NA	NA	20764.94722	56337.17778	13101.96389	NA	5920.558333	NA	20116.76667	14566.58056	70713.01944	16382.90556	94670.17778	18431.09167	10993.76944
Q14498	26686.24167	NA	NA	NA	NA	34787.12222	1804.5375	62113.76111	NA	34654.41944	NA	35969.43889	NA	NA	NA	NA	NA	68303.94444	NA	NA	NA	NA	NA	45014.49444	2064.747222	NA	NA	35050.65278	NA	32882.37222	NA	41913.79722	NA	38443.16111	63060.78333	78753.84722
Q8TF65	5744.636111	NA	3030.827778	NA	7830.575	11758.93889	1804.5375	NA	589.5638889	NA	3008.275	11589.475	1251.513889	16316.32778	NA	NA	NA	2064.747222	6723.505556	NA	6501.191667	NA	10482.31944	NA	2064.747222	3922.230556	5299.794444	NA	8866.933333	17309.98333	5678.075	23942.70278	4529.997222	NA	NA	6047.897222
Q9NP58	183399.7111	643592.9806	190935.1833	606496.8472	174540.8333	423963.4806	359398.6278	505272.675	175808.5028	257434.5917	167482.0833	474797.0194	243907.8889	499422.7611	203666.25	NA	NA	390317.4667	180535.0917	692332.4639	168883.1167	NA	NA	457756.2306	327799.0389	597545.5028	222387.2083	299487.4639	189251.4111	466164.8639	183892.9583	454591.5833	181573.1667	913960.0111	NA	427427.9944
P46019	NA	NA	NA	NA	NA	NA	1804.5375	NA	85464.76389	NA	NA	NA	NA	NA	NA	NA	204722.1472	NA	NA	NA	NA	NA	NA	NA	2064.747222	NA	75282.1	NA	NA	NA	NA	NA	NA	NA	197524.1667	NA
O75489	141575.7361	NA	157255.7889	65864.34444	188742.4917	45107.12778	84009.8	120161.7028	150009.175	186398.9306	172575.7444	39719.26389	137596.7167	35302.49167	214743.125	54240.60556	50724.91389	45654.69722	141996.6361	NA	165285.9417	58436.30556	192915.5889	36705.59722	63302.14444	110367.1861	104286.9333	134561.675	170638.1389	27593.38056	142679.6028	45174.87778	191537.0444	60013.65556	29308.43333	68503.39167
Q96BI1	NA	NA	12744.35	NA	NA	NA	1804.5375	NA	10943.79722	NA	NA	NA	6501.191667	NA	NA	NA	NA	NA	NA	NA	19764.20278	25795.88611	NA	NA	2064.747222	NA	14171.12222	NA	NA	NA	NA	NA	8569.097222	NA	NA	NA
P50914	NA	103356.1556	71139.86111	125372.3139	NA	130842.0806	1804.5375	108188.9778	106789.7611	84820.40556	81957.88611	103960.1944	57523.94167	85221.48611	75282.1	127429.6806	183399.7111	150524.4639	64702.21944	106789.7611	80903.05278	112417.95	69379.75556	89804.98056	2064.747222	113682.8528	90138.99722	89804.98056	NA	83114.38611	NA	86569.10833	NA	102286.7944	169817.5778	140526.2972
Q9Y6M9	42632.01667	NA	44010.16389	NA	51910.26667	NA	1804.5375	NA	34991.43889	43279.69444	58282.48333	NA	47954.475	NA	71011.47778	NA	NA	NA	66240.01667	NA	36228.75	NA	48954.48611	NA	2064.747222	NA	34916.06389	33116.58889	56433.61389	NA	73747.38056	NA	49327.24444	NA	NA	NA
Q9BVL4	14687.36667	NA	8667.869444	NA	22055.12778	NA	1804.5375	NA	7770.880556	13873.04444	18957.21389	NA	9791.452778	NA	15001.91111	NA	9120.119444	NA	20825.75278	NA	10890.85833	NA	28403.81389	NA	2064.747222	NA	12444.31389	16046.75556	21949.825	NA	14373.54444	NA	17146.31111	NA	14687.36667	NA
Q13247	98250.03333	167482.0833	NA	NA	NA	NA	1804.5375	NA	NA	NA	NA	142306.7667	NA	89804.98056	NA	65757.16389	NA	85740.41667	96737.89722	171211.3833	NA	NA	NA	NA	2064.747222	81510.46111	NA	87958.77778	NA	119902.0639	NA	NA	NA	47343.66944	68707.95	75506.47222
O76094	NA	NA	NA	16830.27778	NA	NA	1804.5375	NA	886.2138889	NA	NA	NA	NA	NA	NA	NA	4878.9	3008.275	NA	NA	NA	19690.86111	NA	NA	2064.747222	NA	NA	NA	NA	NA	NA	NA	NA	NA	12617.17778	NA
P11277	19314.16944	28027.68333	NA	NA	NA	12617.17778	58618.04722	NA	NA	NA	NA	10538.05278	NA	NA	NA	NA	NA	NA	5707.747222	27128.025	NA	NA	NA	18831.54444	81510.46111	NA	NA	NA	NA	25539.53056	NA	33974.14167	NA	NA	NA	NA
Q1KMD3	17204.06944	35117.79444	15847.525	33069.91389	17715.21111	29242.13056	53026.19444	20517.90833	9155.547222	27005.53056	11832.575	23827.06111	11758.93889	25318.95	16653.17778	20346.63889	30313.51389	18431.09167	16143.24444	25178.94444	18957.21389	28213.44444	NA	25129.85556	2064.747222	16953.34444	9652.077778	33256.26111	27509.79444	21509.59167	15633.68889	28027.68333	15001.91111	19764.20278	24705.79167	16907.93333
Q01469	NA	NA	NA	122047.1528	NA	NA	192915.5889	28951.33611	NA	NA	NA	NA	NA	315747.9639	NA	118534.4222	NA	NA	NA	NA	NA	169404.1694	NA	NA	336790.7667	32940.66111	11974.40278	NA	NA	NA	NA	86943.43056	NA	76153.19167	30674.60278	NA
Q9HC35	6569.588889	24475.95556	4621.888889	14857.11667	NA	14448.975	1804.5375	12107.39444	6462.55	16830.27778	10701.53611	39356.67222	9559.830556	NA	NA	16653.17778	49228.15	53831.875	8082.066667	49228.15	8404.697222	15116.90556	NA	NA	2064.747222	36144.325	20589.93333	27432.71944	25444.86389	41840.20556	NA	NA	NA	NA	60416.61111	47477.475
P21980	64702.21944	427427.9944	133013.9667	692332.4639	20275.925	549609.3778	114920.9583	38953.74722	112417.95	7428.344444	22174.56667	154345.9056	88904.66111	150524.4639	61900.07778	524995.4472	90840.21944	45731.62222	61451.05556	449960.5111	133921.8944	716944.3	30568.05556	520102.6639	98460.74722	39273.51389	108188.9778	9504.372222	18957.21389	161046.5389	87070.10833	157255.7889	59735.84722	505272.675	61900.07778	48438.28611
P50993	8082.066667	NA	24565.31111	NA	29987.46944	NA	1804.5375	NA	11223.05	8569.097222	17715.21111	NA	3130.811111	NA	38212.23333	NA	9504.372222	NA	8906.125	NA	29005.53333	NA	25844.29444	NA	2064.747222	NA	NA	NA	19175.71667	NA	NA	NA	31289.59444	NA	NA	NA
P06733	838302.8639	1380456.189	1057986.386	913960.0111	913960.0111	1798993.972	499422.7611	1086127.753	1162785.536	505272.675	1130692.189	2907601.536	1219163.714	2907601.536	1219163.714	2264993.1	1582979.022	1027249.636	885197.1139	1438531.053	1027249.636	1002595.869	940141.9917	1910377.858	400332.5361	1057986.386	1057986.386	494067.2389	1130692.189	2907601.536	1507483.567	2907601.536	1300717.747	2264993.1	1910377.858	1086127.753
P04733	258247.0806	NA	131429.775	NA	51615.29444	NA	1804.5375	NA	17428.51944	NA	174540.8333	NA	124568.0333	NA	2714.897222	NA	NA	NA	269679.725	NA	143056.5028	NA	53114.31944	NA	2064.747222	NA	17380.48611	NA	180535.0917	NA	120491.125	NA	NA	NA	NA	NA
P22059	NA	NA	2572.502778	18677.57778	NA	77594.35833	1804.5375	4463.661111	NA	46818.33056	1459.711111	NA	5346.030556	NA	2314.394444	NA	12154.00556	13283.71389	NA	NA	26157.96667	38720.08889	22496.77222	NA	2064.747222	9293.766667	NA	44468.06667	NA	27005.53056	19247.69722	NA	NA	NA	20057.05833	NA
Q8N8N7	15740.34722	26093.66667	NA	NA	NA	51085.23889	1804.5375	28364.89722	NA	47413.43333	40359.89444	109838.8889	2671.455556	31289.59444	44797.68889	12567.36389	28782.87222	11589.475	43497.88611	NA	NA	NA	NA	27509.79444	2064.747222	30102.46944	NA	37872.59722	45107.12778	97932.12222	NA	64601.65278	54478.54167	NA	56917.53889	59735.84722
Q9BUF5	27509.79444	25737.06389	NA	19108.58056	NA	35969.43889	118268.9778	32105.01111	25129.85556	67333.53611	25129.85556	28649.975	3234.427778	36144.325	21468.525	20215.76944	20640.28889	2910.105556	11223.05	27005.53056	NA	20825.75278	NA	29862.29722	79704.05833	33768.26667	NA	63548.53889	23827.06111	21553.00278	NA	27128.025	47101.825	23318.46944	NA	8132.7
Q5T440	18045.24167	NA	13166.66389	NA	25487.30278	NA	1804.5375	15313.00278	19506.66944	5920.558333	16436.64444	13480.96111	14224.84722	NA	9120.119444	NA	8242.808333	19019.675	14628.94722	NA	17029.86667	NA	27967.68056	NA	2064.747222	31034.26389	28905.51389	9791.452778	33116.58889	NA	16436.64444	NA	32403	16907.93333	22946.86111	19690.86111
P35580	132774.2111	105857.7472	98104.31111	85600.46944	83114.38611	43279.69444	64365.04167	44228.63889	85600.46944	26368.11111	91020.11389	108770.2389	103356.1556	112182.2639	95057.04722	98642.34167	60140.20833	55100.23333	131151.9083	77709.525	101915.8611	95493.71111	86569.10833	57169.19444	74156.40556	45427.61389	93981.025	44605.86389	85740.41667	97572.18611	106131.1806	116824.2667	103736.4667	91020.11389	76018.00556	72866.16111
Q12792	5768.044444	20640.28889	4980.638889	14738.53611	6211.608333	12924.71389	1804.5375	1203.569444	1343.702778	15516.17778	4398.755556	11223.05	3282.130556	17029.86667	2282.408333	10943.79722	7593.127778	3537.127778	7665.211111	23009.54444	8569.097222	17524.54722	9065.825	18760.08056	2064.747222	5744.636111	6099.858333	15398.21667	8667.869444	17146.31111	6462.55	NA	6339.455556	20640.28889	13339.98889	8242.808333
Q14344	NA	NA	NA	NA	NA	NA	1804.5375	NA	13531.75556	31865.32222	19577.77222	NA	NA	26314.17222	28905.51389	NA	33768.26667	NA	NA	NA	NA	NA	NA	NA	2064.747222	22730.30833	27005.53056	34176.425	NA	NA	21949.825	NA	24655.11389	NA	32270.83611	NA
P32189	84571.84444	NA	87502.26389	NA	95057.04722	NA	1804.5375	NA	56058.65278	NA	95951.08056	NA	76787.61667	NA	46763.47778	NA	NA	NA	89204.91389	NA	82528.65	NA	85345.175	NA	2064.747222	NA	60416.61111	NA	95951.08056	36763.91944	82107.81944	NA	51480.32778	NA	NA	NA
Q96C23	215427.0333	45576.65833	32524.26667	28736.94444	200648.9667	118268.9778	1804.5375	63060.78333	133565.0806	26736.88611	198832.2417	72396.48333	143381.05	48954.48611	189251.4111	26686.24167	27796.91111	87184.23611	198832.2417	45354.11944	79816.24167	22730.30833	204267.3556	71011.47778	2064.747222	71252.18889	134561.675	90840.21944	200648.9667	124830.2444	149121.2139	133013.9667	182794.55	92823.64722	82372.62778	88709.01111
Q9UNE7	29369.21944	60992.95833	NA	NA	NA	NA	1804.5375	41425.13611	NA	57623.33889	37386.23333	NA	27191.27222	NA	NA	47413.43333	31920.16111	NA	23318.46944	NA	NA	NA	NA	NA	2064.747222	38266.54167	NA	52477.21389	NA	NA	18431.09167	NA	38576.91389	56247.06111	NA	23318.46944
Q9BW92	NA	NA	NA	NA	NA	NA	1804.5375	50797.625	NA	NA	NA	NA	NA	NA	NA	NA	49103.56111	52477.21389	NA	NA	NA	NA	NA	NA	2064.747222	48438.28611	NA	NA	NA	NA	NA	NA	NA	NA	50443.02778	54919.61389
P49189	276628.6194	90138.99722	167180.6528	46895.875	165765.8556	247871.4917	249685.2694	132774.2111	167923.6944	45354.11944	171211.3833	317227.1472	195557.7861	333342.6833	279247.3833	47551.11944	116548.9417	113682.8528	184650.4972	91628.09722	163095.2222	60305.64167	253890.9056	258247.0806	216312.2306	118534.4222	144444.7472	75400.28333	167180.6528	327799.0389	189251.4111	375463.4361	294964.2667	46418.58889	104937.0056	310472.525
Q93091	89349.21389	NA	92823.64722	NA	75049.44167	NA	1804.5375	NA	87070.10833	NA	76685.11389	NA	102711.5194	NA	69590.70833	NA	NA	NA	90344.07778	NA	98104.31111	NA	74656.38611	NA	2064.747222	NA	79704.05833	NA	73098.975	NA	101544.7639	NA	70281.08889	NA	NA	NA
Q96CX2	28140.72778	74915.41111	39433.15556	52878.94722	32143.85556	37020.33056	55100.23333	79299.875	69986.83889	393512.7472	8603.886111	22003.32778	41004.78056	44088.325	71658.52222	75049.44167	265761.0694	114195.5	31231.33611	73411.05833	38012.42778	51791.05	32940.66111	30568.05556	56715.96111	82242.06944	65948.93611	363784.5722	43945.29444	28468.21111	64901.59167	44468.06667	31084.26944	89204.91389	235242.4556	110367.1861
Q9Y281	6723.505556	34713.41944	NA	NA	8569.097222	26232.09167	1804.5375	NA	NA	23432.30833	3405.972222	24858.78611	1481.225	39644.09722	NA	NA	NA	NA	6679.15	NA	NA	NA	10170.48889	27005.53056	2064.747222	NA	NA	28517.16944	29111.44444	31920.16111	NA	39356.67222	NA	NA	NA	NA
P18206	156268.85	173659.3778	132107.8222	74915.41111	117967.275	175808.5028	276628.6194	72135.45	124830.2444	93224.90833	111940.7639	125846.9583	142306.7667	176213.9167	142306.7667	185159.975	152627.3278	40075.73611	154819.925	218888.0222	143381.05	86082.28333	122386.3056	147792.8639	243907.8889	70504.27222	133565.0806	88118.88056	114195.5	123135.8278	159352.6944	185750.2889	133313.0778	179981.8806	128225.4583	58282.48333
Q9HBL0	93734.03056	100833.0056	68790.77222	NA	89804.98056	118793.3722	200648.9667	1074.472222	117967.275	13283.71389	82528.65	124568.0333	81325.09444	115757.125	86569.10833	101043.4389	6501.191667	2693.066667	93587.74722	106954.3667	57523.94167	13744.35278	73631.48889	109599.3722	176759.0778	NA	117705.0667	15516.17778	82528.65	131767.875	78216.50833	124830.2444	85740.41667	101732.6806	13793.52222	NA
Q9BY49	19108.58056	46763.47778	NA	NA	28027.68333	NA	1804.5375	29597.68056	NA	NA	19912.98333	NA	NA	NA	11115.65833	NA	NA	28285.6	32815.68333	NA	NA	NA	40795.66111	NA	2064.747222	32524.26667	NA	NA	35772.375	NA	NA	NA	19849.41111	NA	NA	50923.03889
P09496	111940.7639	169817.5778	162665.875	91995.30278	99028.475	172028.6222	89991.46111	127141.2083	121022.2306	158031.6028	123793.9444	129969.2417	113400.2778	117705.0667	117967.275	102711.5194	129969.2417	147423.5028	114480.7917	156268.85	163494.7444	89204.91389	110611.0861	178254.9972	2064.747222	120491.125	120161.7028	152247.4222	92200.61944	131429.775	124568.0333	172575.7444	120491.125	129657.6861	143697.0389	150524.4639
P14866	58932.00278	96590.73056	69495.64167	112417.95	NA	83666.13889	1804.5375	64702.21944	59827.375	77962.16667	NA	108357.3056	74156.40556	98460.74722	65262.98611	91466.47222	87306.24722	91628.09722	41190.06944	83114.38611	67021.11944	93587.74722	56135.89722	89204.91389	2064.747222	54990.34444	39497.49167	91127.04167	58436.30556	101915.8611	60605.32778	90840.21944	60788.275	70713.01944	84820.40556	82644.38333
P22830	24411.29444	NA	16600.60833	NA	29005.53333	15633.68889	1804.5375	4929.769444	20825.75278	NA	34991.43889	NA	10890.85833	NA	61155.07222	NA	NA	NA	15184.38056	NA	21949.825	NA	25539.53056	NA	2064.747222	NA	16542.78611	NA	31720.91389	NA	10434.71389	NA	56247.06111	NA	NA	12154.00556
P20472	NA	NA	19912.98333	NA	25669.13056	NA	1804.5375	NA	15184.38056	106789.7611	35969.43889	NA	5255.061111	NA	14303.04722	NA	NA	NA	NA	NA	23631.73889	NA	24858.78611	NA	2064.747222	NA	11589.475	116824.2667	43815.96667	NA	9347.894444	NA	24779.10556	NA	NA	NA
P16444	243050.1056	NA	193664.7694	NA	264324.1	NA	1804.5375	NA	255122.1	NA	49915.78611	NA	142679.6028	NA	122859.8556	NA	NA	NA	255122.1	NA	194290.5694	NA	290924.3778	NA	2064.747222	NA	253890.9056	NA	81054.53889	NA	160172.6972	NA	127797.3361	NA	NA	NA
Q99627	NA	NA	NA	15313.00278	NA	23060.30278	1804.5375	10482.31944	NA	32403	NA	NA	16249.23333	24264.99167	NA	NA	11974.40278	NA	NA	NA	12107.39444	18045.24167	NA	NA	2064.747222	32336.43056	12924.71389	29862.29722	15951.22778	25957.41111	NA	NA	NA	NA	21261.02778	NA
O00592	70281.08889	53711.55833	125846.9583	NA	81771.47778	46353.275	1804.5375	NA	96737.89722	23631.73889	67976.03333	49228.15	122386.3056	60416.61111	67454.83889	NA	NA	NA	69717.975	54839.00278	129657.6861	NA	86222.4	46818.33056	66240.01667	NA	98104.31111	27796.91111	71375.86667	48438.28611	121609.5972	56917.53889	71011.47778	NA	NA	NA
Q15349	NA	NA	NA	NA	NA	NA	1804.5375	NA	NA	NA	NA	208139.1139	NA	256285.6861	NA	152627.3278	NA	NA	NA	110367.1861	NA	NA	NA	NA	2064.747222	NA	NA	NA	NA	179524.6167	NA	NA	NA	NA	NA	NA
Q96HY6	5634.227778	NA	3234.427778	23275.01944	NA	NA	1804.5375	NA	2235.375	2368.672222	7930.744444	NA	1681.497222	NA	4463.661111	NA	NA	3768.505556	NA	NA	NA	NA	NA	NA	2064.747222	NA	NA	NA	8242.808333	NA	NA	NA	6264.758333	14628.94722	NA	NA
P62937	613850.5417	775969.2167	670786.8861	1380456.189	651711.1083	643592.9806	513437.9	623040.5528	692332.4639	1057986.386	623040.5528	838302.8639	682653.8611	861796.25	970053.3306	746003.8694	352898.8722	520102.6639	682653.8611	820257.1583	659554.425	1380456.189	643592.9806	591008.7972	417999.9306	1002595.869	623040.5528	1057986.386	597545.5028	820257.1583	651711.1083	885197.1139	940141.9917	732383.5028	365975.5472	524995.4472
