Protein	P1Na	P2Na	P3Na	P4Na	P5Na	P6Na	P7Na	P8Na	P9Na	P10Na	P11Na	P1Ta	P2Ta	P3Ta	P4Ta	P5Ta	P6Ta	P7Ta	P8Ta	P9Ta	P10Ta	P11Ta	P12Na	P13Na	P14Na	P15Na	P16Na	P17Na	P18Na	P19Na	P12Ta	P13Ta	P14Ta	P15Ta	P16Ta	P17Ta	P18Ta	P19Ta	P1Nb	P2Nb	P3Nb	P4Nb	P5Nb	P6Nb	P7Nb	P8Nb	P9Nb	P10Nb	P11Nb	P1Tb	P2Tb	P3Tb	P4Tb	P5Tb	P6Tb	P7Tb	P8Tb	P9Tb	P10Tb	P11Tb	P12Nb	P13Nb	P14Nb	P15Nb	P16Nb	P17Nb	P18Nb	P19Nb	P12Tb	P13Tb	P14Tb	P15Tb	P16Tb	P17Tb	P18Tb	P19Tb
P08621	1161	1	1755	1703	1624	882	5181	1576	828	1	1265	6044	1	1422	2729	2114	1239	8009	7264	1702	1	2036	1084	1	3277	1012	1	1238	1497	1113	13057	8542	15675	2166	9043	6788	13911	467	776	3777	5474	1392	5860	1	1219	1679	1	1	4364	5986	1	1291	2575	2138	1110	7932	6572	1550	1	1677	1008	1	804	1	983	932	1191	750	12447	8503	13754	2503	3812	5992	13782	1
P08670	181647	1084516	644333	310651	587481	415168	317769	172555	262646	147806	334045	541097	843911	597975	943834	835422	854529	215505	462437	108340	416671	93363	85264	464493	149587	351072	216656	156477	208254	103989	583714	306691	306088	660964	348252	1163908	175271	219784	161947	965747	586688	290925	528388	374965	280644	160505	241264	143239	323144	514671	842596	530068	906543	808008	797087	206268	434598	105406	394276	93707	83808	434018	138210	340479	189179	150894	202785	100690	578109	307698	292542	635238	365795	1173654	163531	216330
P08727	3848	106440	26478	82692	6085	15447	7703	69600	304333	126518	9778	158417	396929	45632	116085	92459	391587	1	176443	1	71395	1	1	164745	127451	159241	121771	3413	1	94600	4486	1	4515	212840	1	5671	10392	64259	2561	97997	22685	8343	1	259891	5881	3974	1	111882	9797	1	347815	1	20496	84923	373651	1	167291	1	25347	1	1	76262	1	8546	1	193430	1	1	1	1	3879	21441	1	5436	9516	63650
P08729	8588	117228	29762	14687	18701	29527	16780	5595	7372	4301	15243	1	11246	14698	37963	1	1	98111	1	1	4554	1	3068	57557	3843	42993	6838	5583	2198	1	60524	1	1	58026	1	8511	1	18417	7741	99701	27473	12251	15125	26382	15129	1	3223	4588	14222	1	9351	12948	37173	1	1	97127	1	1	4637	1	2631	54127	2500	39130	6586	1683	1	1	59707	1	1	53403	1	7714	1	16552
P08758	135570	412094	266613	174363	308113	164673	175169	172557	175463	20817	227344	78271	101989	118190	326113	122071	62777	146259	177319	102485	58925	173525	83623	72528	140762	145792	119926	133953	119934	113111	277379	375636	350311	313099	252463	352792	70752	135025	137566	375289	237207	143743	289098	166486	183345	166624	138288	20292	209836	77024	96585	104803	324528	122256	58559	132598	150882	71463	48306	159938	101728	60924	123328	139791	109207	125251	112516	134272	314665	344132	349851	333339	246359	329800	16358	147196
P08865	82505	76227	122104	104329	144093	42736	132714	107643	113052	1	132767	167092	52751	62898	124215	82948	46072	126152	144534	96597	1	108926	112237	2635	101668	43507	77244	78140	108428	100827	220224	179984	245766	93925	116325	117941	281297	73816	76661	66720	116498	96112	127797	42618	126622	104074	109383	1	126242	167328	51976	64565	123594	82216	46058	127917	131425	92716	1	107584	115018	1	95949	42808	71308	74534	102886	91931	224054	170583	235221	90651	113788	110236	281200	68924
P09001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10726	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5079	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8847	1
P09104	45775	36353	51983	48278	57701	45971	57286	54791	60618	1	61022	27412	32885	53791	43703	73776	51425	89227	51807	58601	1	61804	31696	1	29102	33464	35077	32189	36451	39476	58723	120870	99575	69872	56500	56843	122595	49292	42617	32520	48270	41362	51851	33350	51683	53527	56495	1	60170	42139	32611	24169	32110	68302	75527	87629	62193	59108	1	57166	28705	1	36557	30632	1	30975	36668	26866	33667	104183	46292	65262	68617	57234	113268	41922
P09110	138804	1	125291	157652	120591	54469	186431	175510	135974	19829	139092	104163	131990	84985	131183	77318	86951	115006	68006	24410	43669	151833	37042	40748	147559	74705	109860	102869	12488	134329	29273	28501	33980	94888	41380	11955	18218	181720	110131	39473	31310	117838	90994	92402	138019	160342	85286	10302	117030	57683	86728	93101	71341	104961	82259	101410	7524	21920	37823	44427	31804	30578	86356	45197	20418	91489	42873	91719	58885	25236	31506	42805	7934	24342	51845	172329
P09211	21741	125531	67564	39562	70624	40851	38698	25604	42890	31594	38730	14961	38063	18170	48594	33220	15967	8511	35239	10938	58276	6707	13503	73054	19928	31884	21424	17706	22716	18122	51999	15960	15903	81431	13763	107474	14755	19455	19664	107617	61100	34575	65532	38740	37660	23739	39440	27928	37075	15901	34575	22578	50683	35030	15605	11653	34542	10857	58539	6808	15510	67394	17592	31479	19744	15274	20527	16471	47959	16481	12317	75278	14968	100255	13001	18174
P09234	1	1	980	1	1059	1	1	1	1	8800	1	13222	1	1	1627	1	29095	1782	1706	1	1	1241	1	9446	1	1	1	1	21648	9156	1	2140	2296	2118	1	1	4710	1	1	1	1085	1	800	1	1	1	1	8956	1	1	1	1	1111	1	1	1602	1523	1	1	1	1	9195	1	1	1	1	1	1	1474	1	1	1964	1606	1	4099	1
P09327	1990	1	15806	13030	4101	2328	4591	13578	7752	32408	4510	94337	1	6159	32031	13968	1	32475	31308	22155	28805	1	7949	1	1	1	18493	1	8335	3144	4954	10246	10648	1	27682	4844	50213	1	1	1	10362	12305	3609	1	4074	12686	7135	1	3694	95971	1	5794	34281	12332	1	30641	30641	14246	27547	1	4103	1	1	1	16080	1	12973	3172	4767	8710	6201	1	25992	1	46823	1
P09382	27887	127026	74580	45347	79660	48481	67900	41258	50569	27621	93292	41940	80155	87440	142151	170161	66928	20906	71128	35655	83542	26495	21439	46279	60048	50815	43925	73011	29507	32569	85770	41764	44505	137323	21707	148884	22237	43173	25272	111614	73927	41492	68979	41370	66178	40782	49822	25648	88264	43159	76737	81525	141493	147573	58980	21424	66857	34686	75968	23273	21717	48973	55012	48967	37937	69631	25969	28143	79750	36847	45642	120204	19299	139653	19970	40799
P09417	125617	25573	99460	144765	99471	49437	183787	151284	165626	10937	181533	23150	42993	33594	20043	5300	11101	82518	54296	104815	3989	198788	125867	8027	128831	38149	77528	82915	105162	124127	49147	77120	127053	35522	23941	37877	83109	38789	117030	21381	96631	126543	94345	47525	166884	150179	155368	10543	175526	20124	38859	30650	20135	10148	4891	83146	54131	92849	4043	185166	120538	7194	122848	37389	74985	85686	101881	116551	49380	77662	123837	32957	22791	36190	82735	35953
P09429	1	7492	14008	4339	13719	5282	5612	1	5092	1	1	32768	6409	12835	16077	5507	3837	10629	15532	10334	1	10081	1	7472	1	4157	1	4134	1	1	12444	12006	14061	14877	14033	8108	26510	3022	1	6922	4774	8614	12497	4596	4128	8788	5635	1	5701	31279	5998	12588	14490	8406	4256	11430	13319	4742	1	9078	1	1	1	4181	3417	1	1	1	6603	12783	13280	14027	14160	12913	26734	2221
P09455	21048	92934	36896	29870	38974	28578	26222	22200	30704	5289	28136	6565	40563	13102	22654	7719	1	1	41094	1	1	27627	22346	26721	19591	23040	22546	19608	28709	22021	26214	1	72720	14176	1	23943	1	1	20098	87816	32816	24556	36563	28442	24463	22027	29110	1	26127	18109	42362	5102	21272	7361	1	1	37856	1	1	30566	23259	26605	22627	22235	20045	21114	28045	19797	22300	1	68153	13199	1	20404	1	1
P09467	231352	24421	198641	217154	217391	138156	307422	364426	354217	31971	413270	65226	59198	62123	47396	17581	1	55371	52797	344904	8794	197352	211267	22404	243441	92798	211313	198744	150463	301735	120999	45147	45778	62337	45830	95191	36842	51045	210620	24976	192090	194798	203079	126368	283871	355197	334164	32488	394314	61234	55907	57615	45328	16514	1	48082	49239	322321	7542	186179	202919	19155	228474	84639	194498	189188	146821	287363	117619	43952	43384	58747	43207	87805	35972	44005
P09486	1	1	1	1	1	1	1	1	1	1	1	9644	7110	1	34011	13668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3661	1	1	3918	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8927	6756	3379	32088	12286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4206	1	1	1	1
P09488	17914	1	1	1	1	1	36339	23322	1	1	1	1	1	1	1	1	1	20573	1	1	1	1	19501	1	1	1	1	1	1	1	1	5594	1	1	1	1	1	1	17558	1	1	1	28880	1	38344	24835	1	1	1	1	1	1	1	1	1	24374	1	1	1	1	20992	1	1	1	1	1	1	1	1	5262	1	1	1	1	1	1
P09493	16147	51269	20289	11440	17928	12156	14010	16678	20904	181032	19853	205462	45914	102480	220299	123931	6259	12055	13878	11502	92214	1	11546	100240	1	13390	205426	1	1	1	15358	1	6540	8801	1	59595	7625	20661	1	53779	15010	10599	14243	11720	13360	14269	21101	87971	18977	1	53348	89436	26893	135606	5301	11720	13841	9028	1	1	120881	96645	1	13995	1	6157	1	1	9850	1	7389	8362	93011	54731	7419	21598
P09496	1	2762	1	1	1	1	1	1	1	1	1	6616	1	1	6900	4192	3333	6052	4048	1	1	1	1	1	1	1	1	1	1	1	1	5486	6258	4902	1	1	8537	3128	1	3608	1	1	1	1	1	1	1	1	1	6723	1	1	6892	3067	1	6359	1	1	1	1	1	1	1	1	1	1	1	1	1	2140	1	4827	1	1	8571	2302
P09497	122016	3376	1	1	3812	1	3581	126532	1	121681	3014	121131	110192	119178	1	110109	1	3581	2137	2190	240935	2088	232899	181015	112118	121885	110694	1654	1652	119118	3012	4764	4479	4764	3020	2710	1	2396	1	1	3041	135341	1	2089	3172	121050	1833	106058	1	1	171328	103552	2323	152881	1	3097	1	1	163539	2861	100831	168332	94548	2065	1501	1447	152412	107112	2450	4224	3811	3866	1	1189	1057	2427
P09525	125847	56876	45015	145873	48812	22583	40087	60779	57131	95441	44230	92269	88036	105431	27211	101028	83897	21300	33365	35360	92858	131050	111636	89475	112482	123217	108262	20260	105399	120721	50939	31777	215538	41858	65973	38845	20151	99901	115398	47101	37730	134038	47043	28139	130569	157859	44342	87729	39194	90010	90017	101086	26750	99371	84359	115176	31515	1	86266	34187	31413	80875	38776	22254	103603	108363	108308	140895	44806	26147	203813	121197	62683	36506	20028	18984
P09601	3048	5331	4427	6912	5499	1	4509	2452	5353	283582	1	1	1	1	2325	260439	1	1	1	1	231831	1	1	241283	4714	3916	6804	4892	3351	4689	2781	2838	1	6018	5121	2704	2885	1	3021	3757	3757	6292	5070	2757	4757	2963	4191	304318	3168	1	2298	1	2395	1	1	1	2556	1	240390	1	3424	1	4348	3197	5499	5347	3146	4425	2556	2858	2451	5952	4941	2528	2628	1
P09622	20830	10412	20720	23474	22367	12172	30509	25617	23492	1	29527	13299	10914	12753	13612	10170	6800	40103	22313	22948	1	20291	21200	1	23133	14985	16676	17337	18649	23881	28567	15931	19669	16458	35446	14211	26033	8377	18945	8256	18985	19075	21547	11067	29988	25004	22214	1	27917	14058	9370	11279	12731	10228	6083	34704	20529	20955	1	20531	20188	1	21499	10707	14499	14909	19136	20734	28837	12845	17553	18620	35152	13201	24955	7551
P09651	6762	15368	8337	8058	13248	1	10029	10592	5648	9175	8241	90436	6701	6974	31156	13201	16984	26056	53428	15767	18660	28576	15596	38753	13614	19280	11587	7608	8464	15125	49785	68588	99818	45372	115357	22036	79581	16464	3632	6822	13521	10254	10688	3486	7845	10492	5032	8354	12475	92842	5901	7414	29773	12994	11156	23955	45974	10571	17411	29352	15082	37194	11659	16334	11337	7121	11121	13749	46344	64005	96476	45300	112709	15751	80110	13405
P09661	1	1	5430	1	5723	1	5694	1	5496	1	1	1	1	1	8750	1	1	10187	10265	4918	1	4700	1	1	1	1	1	1	1	1	9801	9480	15866	8640	6096	4190	23585	1917	4305	1	1	1	6317	1	1	1	1	1	5938	5083	1	1	6629	1	1	10265	7996	1736	1	8187	1	1	1	1	1	1	1	1	9614	8747	14740	8082	6842	3569	21141	3103
P09668	1	1	1	6367	1	3667	1	1	1	1	1	68207	1	5780	1	80744	44572	40135	5204	1	1	1	1	1	1	1	1	1	1	1	1	1	2195	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62513	1	5673	1	75827	41636	30778	5571	1	1	1	1	1	1	1	1	5321	1	1	1	1	1	1	1	1	1	1
P09669	5659	6862	9070	12488	12833	5740	9077	6096	7347	5945	9588	4667	1	1	5230	1	1	12790	9173	6048	5043	12227	6354	6500	6770	12341	7721	6693	6793	8234	10530	15197	5693	12640	12181	4636	8591	8320	5611	7756	9494	10656	12049	6402	8779	5354	7464	5276	9869	1	1	1	5046	1	1	13034	9297	6144	1	13575	6254	6721	5872	10751	7467	6096	5946	7868	9896	15428	5128	13059	11086	3323	9231	8394
P09874	7351	20977	22649	15847	23595	13222	16942	7749	7676	1	9086	42583	1	23053	53853	28241	18916	45445	42044	17078	1	24690	8963	8344	8009	6811	7961	6369	9027	9515	43585	53260	67251	26755	75471	31471	60078	12436	5496	18888	20380	13763	21385	12615	14821	6979	12818	1	7453	43071	5671	21276	54318	26285	12873	43225	36892	9380	3695	27254	8114	6334	1	6418	6111	6876	7780	7221	42929	51057	62630	25386	70416	16925	59586	11807
P09960	20292	19627	20538	16636	24443	17163	22587	22582	26556	13195	19168	14880	4350	26854	13951	33144	4790	28172	26591	26022	6397	17974	13002	5154	16528	17064	15025	5555	14236	14931	22278	28333	19299	24248	29081	33694	45378	11882	18039	18013	19170	14894	22147	17998	19444	22698	25805	2089	18368	14129	4044	26366	15463	5505	4275	27748	21908	22888	37501	18231	12823	5019	15440	16939	14369	5403	13295	14868	21364	26602	18476	22287	25918	29130	43429	10665
P09972	76264	18916	47467	59727	72878	38520	118295	101026	99149	6637	103626	10833	1	8179	7616	1	1	89334	31502	50450	14856	39196	90907	1	86566	23117	56563	43798	46732	94620	24726	19575	45532	17659	20608	32723	19361	10646	64596	7973	44661	51144	68361	35121	107811	101029	92917	1	96535	9807	1	7621	8463	2944	1	81765	29911	44409	14503	36334	86024	1	81788	18458	54582	41077	37650	93101	31369	19048	41870	18478	21421	19999	17908	16531
P0C0L5	1734	12819	15832	1910	12760	11479	9841	3509	16271	1	7950	12574	6773	21210	10891	8983	11277	10755	13636	5864	1	13782	1	1	16585	13503	1471	7784	14071	1	11303	8076	31708	15398	26955	18362	17096	3202	5230	10614	13836	1708	10226	11032	3247	8317	15072	1	7224	11616	1785	20027	10826	8361	9281	12045	12021	5687	1	14091	1	1	15074	12690	4946	1	13267	4821	10696	7486	27371	12405	26755	16524	17043	1
P0CG05	8123	60678	19436	8771	22991	19949	9435	8951	24129	2197	17577	1	6605	1863	5489	3917	5379	2452	18133	6174	5845	4795	4562	1	4563	3173	4944	3815	4973	1861	18034	9075	13222	6482	3382	13335	6206	1860	6715	59249	21859	7401	18184	19481	9044	6581	20600	1	15499	1	5671	1	5434	3100	4689	2430	16583	5126	3894	4305	3735	1	4663	2737	4689	3534	4985	1	12660	5277	12080	6973	3507	10413	4844	1890
P0DJI8	1	1	62115	1	29778	7600	1	1	1	6034	1	1	1	6868	1	4698	1	1	1	1	1	1	1	1	1	5782	1	1	1	1	1	14062	1	4879	1	1	1	1	1	1	60122	1	26688	7374	1	1	1	5861	1	1	1	6471	1	5649	1	1	1	1	1	1	1	1	1	4832	1	1	1	1	1	12682	1	5629	1	1	1	1
P0DJI9	1	1	33490	1	11111	3047	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9046	1	1	1	1	1	1	1	1	35228	1	10027	2815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7804	1	1	1	1	1	1
P10155	1	2532	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6328	3144	1	1	1995	1	1	1	1	1	1	1	1	2580	3304	6101	1424	1	2276	4176	1	1	1941	1	1	1375	1	1	1267	1	1	1	1	1	1	1	1	1	6379	1	1	1	1	1	1	1	1	1	1	1	1	1	2787	5511	1	1	1679	3433	1424
P10253	33800	30509	29150	32268	30313	25317	55807	33927	46305	11788	47567	59739	36994	8214	23567	16225	1	55252	29177	55641	1	195390	34886	12972	37850	28131	37337	37504	21591	47299	70022	49838	30725	21775	57942	35126	41628	31314	27529	24695	24755	27585	42768	22723	50654	31699	39170	1	41529	56632	34985	8110	23741	14886	1	54148	27198	53642	14847	201610	37190	22797	37565	25793	35600	36904	39702	45708	66118	46064	28363	42971	60558	32193	37826	27091
P10301	1	33340	14889	1	11754	8427	1	1889	1	1	2429	1	6982	4199	5493	2838	1	2326	2733	1	1	1	1	3203	1	1	1	1	1	1	1	2501	1	4559	2966	6760	1	3711	1	27813	12030	1	4017	7756	1	1	1	1	1	1	3473	3122	9820	1	1	1008	1	1	1	5040	1	1	1	1	2142	1	1	1	3302	1	2037	4297	1	6474	2169	2579
P10412	3169	16534	12018	6754	12397	4927	8332	3588	7206	3020	11627	25796	7728	5307	15099	5639	2736	13021	10875	1606	5692	1888	2069	5540	4817	4381	3020	2889	6317	5312	7749	7810	17101	10377	9990	8731	7990	4595	2553	12861	10298	4221	10737	3742	8379	3042	8323	3071	8604	23945	6024	5228	15016	6199	1754	10140	9607	1	1	1682	1756	6930	4197	4021	2735	2918	3816	4929	7576	6505	17256	9584	8812	8294	7142	2761
P10515	17112	9162	21815	18622	25418	18447	25814	25850	25385	1	19629	16818	1	15563	16491	4940	8809	20865	19544	23041	29983	38502	13151	1	7565	18310	4380	11878	16474	15789	51968	31404	45068	27267	17544	19558	39283	23991	16833	8478	19292	18027	23587	15453	23752	26044	18374	1	21176	7937	1	14467	16179	8804	7862	18370	20312	20834	26682	35724	12439	17006	13025	17446	3890	12581	13572	14684	51554	31790	43742	28031	17402	18687	40094	21403
P10599	61821	39394	51297	49675	81241	109217	57556	74794	79456	54386	78175	110558	86332	102763	123496	85176	38017	57923	96821	95036	52332	134060	28244	56204	45777	79062	45584	35673	34604	39796	79667	70998	105758	99938	57383	71531	137021	67809	54500	33922	50113	43699	71385	97445	53166	74942	76179	51938	70138	108044	84205	98331	120573	80876	33536	53213	81651	88976	45625	125015	24696	53367	42803	74542	40222	31495	31333	37285	73568	68281	96638	93754	50852	68173	117749	60505
P10606	45485	15680	41531	46198	45693	28395	69637	47588	36727	26003	54910	51625	26599	22608	25079	23475	14193	70753	41498	42516	17486	72261	51565	25079	51464	38987	43920	32811	50720	61323	76995	55010	34900	43525	65519	30726	72876	27562	38283	14274	39894	42790	41903	24938	68834	42844	38008	26048	55214	47539	26009	19205	23314	20869	12416	61352	39328	40361	16600	69405	46217	22158	48732	39265	39043	31394	47991	58853	73600	54378	34426	39528	61559	27693	63817	24947
P10619	6779	5700	3816	2805	7968	6252	7737	3222	1935	1	3147	16258	3247	10562	10504	4007	4582	11706	13228	8375	1	14042	1730	1	2375	9942	4875	5934	3466	2731	20553	42450	14189	14301	13886	12820	24878	14366	6306	2787	3219	5729	7019	4963	6760	5817	6378	1	2602	15424	2549	10020	5047	4253	6668	10458	12077	7610	3041	13598	1988	1	2165	8578	1552	2734	2271	2220	18096	39735	13255	13114	12128	12600	24452	13400
P10620	11156	1	9516	10730	14627	7796	11103	1	11917	1	12720	1	1	1	1	1	1	1	1	1	1	1	9438	1	1	12025	11544	13099	11668	11303	1	1	1	1	1	1	1	1	10881	1	9309	8742	12218	8148	9806	9940	13554	1	11175	1	1	1	1	1	1	1	1	1	1	1	9410	1	10289	12052	12362	12621	11465	10197	1	1	1	1	1	1	1	4649
P10644	5612	14151	15953	15234	18728	9543	19807	6304	14390	1	17847	8492	43448	4640	18540	4457	3481	7208	18339	14323	9022	70447	12150	1	5024	8516	5121	9301	4842	11836	20501	24491	51784	3838	26234	19009	1	8832	10499	11804	12640	11481	14975	7276	16731	12609	11505	1	15500	12148	3276	3432	18002	3354	2609	14441	16847	11322	1	59460	10817	1	10969	5150	9838	8555	4098	10512	19181	21075	46225	11348	27387	16831	1	7382
P10768	14783	7212	25759	18832	23061	23041	27746	22466	38052	4233	26963	43352	5985	7151	9581	1	3944	11909	7980	12938	3510	40681	5384	4726	12731	4614	16621	12513	18941	17044	14314	27123	10187	15726	12745	13498	33907	14335	11659	6106	24237	19223	23096	8513	26345	22937	36856	4052	25572	40079	5826	6766	9206	1	3922	11245	1	23911	1	32793	4667	1	12431	11673	38082	12572	8160	15776	14446	24627	10489	4415	12002	4636	34320	13337
P10809	343517	62342	320830	366673	357871	225104	402871	388468	333383	131777	382727	432777	75155	209586	237143	104302	59818	322289	374903	350653	60970	256036	311768	74250	297300	204368	271864	246518	333036	321551	864833	297016	952947	356950	295577	233510	1082915	247174	338313	57855	309152	357350	313586	221739	383755	362324	313385	135493	354026	412752	75651	210671	230366	95920	53547	295129	348907	311196	55982	243032	301710	62874	288057	213520	267267	243000	347899	306202	805256	272123	992072	363928	288892	218510	1011816	238835
P10909	31008	279625	136919	41816	165973	83456	67089	24264	165325	9042	100336	40142	74497	135532	82902	86046	698474	69095	76938	34230	14242	71160	12808	8040	32909	30664	14520	18339	46768	21554	96975	19004	54987	46902	57237	261719	92609	22631	27215	252612	125717	35137	140627	71608	58662	24171	156370	9872	97099	39984	70053	136251	82650	69900	656827	66834	67247	29113	14908	70504	17364	8724	30310	30016	21558	11124	43370	20714	92139	28249	53965	41327	53600	244910	89687	18722
P11021	198827	103025	306303	212183	342174	94550	288236	224440	180569	14054	215688	228545	72594	152383	169813	67622	45388	228781	203534	183192	40431	200017	214358	13735	190715	101629	155719	148486	186484	145566	325046	522926	476779	151937	168930	166742	464665	143972	183438	97981	273052	189274	303568	87225	265433	223272	172130	13710	200792	229704	68410	159241	167290	64088	38963	245892	184232	172612	38018	214215	224316	14092	186438	96284	140697	140890	188092	140724	320707	514205	462584	150259	160097	149579	463286	131363
P11047	194921	39759	11467	6725	24889	15446	8550	6477	10423	1	25251	24312	5443	48120	71958	5627	15829	182647	27403	337741	1	38084	7973	1	236930	3662	1	1	1	233210	21907	15940	22275	20839	7096	24989	8490	10817	1	32616	16579	267191	21014	12710	25095	1	16203	1	26721	23377	1	41554	71947	1	16040	171864	27238	431535	1	19169	1	6577	1	8439	1	1	1	1	23186	13580	21124	19871	20126	24870	13526	7576
P11055	1	1	1	1	1	1	1	1	1	1	1	43087	16235	1	15570	10217	13935	1	4715	1	8635	1	6916	18608	9280	11473	9141	11003	14804	8436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43004	18421	1	1	9089	13913	1	1398	1	1	1	1	15382	9939	10077	9150	9246	13824	8734	1	1	1	1	24916	1	1	1
P11117	1	1	4097	4721	3609	1	6668	1	5471	1	1	1	1	1	3224	1	1	1	6565	2355	1	1	1	1	3098	1	3457	1	1	4798	4868	13908	6310	7165	2761	2222	8734	6910	1	1	1	1	3766	2527	6258	3739	1	1	3381	1	1	1	2816	1	1	6383	6052	2839	1	1	3511	1	2636	3711	1	3756	3227	4302	1	12624	5856	6257	2500	2140	8192	7143
